:START_ID(Reach),:END_ID(Reach),:Type
170900010104,170900010106,Downstream
170900010105,170900010106,Downstream
170900010106,170900010502,Downstream
170900010201,170900010202,Downstream
170900010202,170900010505,Downstream
170900010301,170900010302,Downstream
170900010302,170900010303,Downstream
170900010303,170900010505,Downstream
170900010401,170900010403,Downstream
170900010402,170900010403,Downstream
170900010403,170900010505,Downstream
170900010501,170900010502,Downstream
170900010502,170900010503,Downstream
170900010503,170900010504,Downstream
170900010504,170900010505,Downstream
170900010505,170900010701,Downstream
170900010601,170900010602,Downstream
170900010602,170900010603,Downstream
170900010603,170900010604,Downstream
170900010604,170900010607,Downstream
170900010605,170900010606,Downstream
170900010606,170900010607,Downstream
170900010607,170900010608,Downstream
170900010608,170900010701,Downstream
170900010701,170900010703,Downstream
170900010702,170900010703,Downstream
170900010703,170900011002,Downstream
170900010801,170900010802,Downstream
170900010802,170900010906,Downstream
170900010901,170900010903,Downstream
170900010902,170900010903,Downstream
170900010903,170900010904,Downstream
170900010904,170900010906,Downstream
170900010905,170900010906,Downstream
170900010906,170900011002,Downstream
170900011001,170900011003,Downstream
170900011002,170900011003,Downstream
170900011003,170900030601,Downstream
170900020101,170900020102,Downstream
170900020102,170900020103,Downstream
170900020103,170900020205,Downstream
170900020201,170900020204,Downstream
170900020202,170900020204,Downstream
170900020203,170900020204,Downstream
170900020204,170900020205,Downstream
170900020205,170900020401,Downstream
170900020301,170900020302,Downstream
170900020302,170900020303,Downstream
170900020303,170900020304,Downstream
170900020304,170900020305,Downstream
171200010701,171200010710,Downstream
171200010702,171200010710,Downstream
171200010703,171200010710,Downstream
171200020101,171200020102,Downstream
171200020102,171200020105,Downstream
171200020103,171200020104,Downstream
171200020105,171200020301,Downstream
171200020201,171200020202,Downstream
171200020202,171200020204,Downstream
171200020203,171200020204,Downstream
171200020204,171200020303,Downstream
171200020302,171200020303,Downstream
171200020304,171200020309,Downstream
171200020305,171200020309,Downstream
171200020307,171200020308,Downstream
171200020403,171200020404,Downstream
171200020501,171200020502,Downstream
171200020502,171200020504,Downstream
171200020506,171200020509,Downstream
171200020507,171200020509,Downstream
171200020509,171200020701,Downstream
170703030103,CLOSED BASIN,Downstream
170703030104,170703030106,Downstream
170703030105,170703030106,Downstream
170703030106,170703030202,Downstream
170703030201,CLOSED BASIN,Downstream
170703030202,170703030204,Downstream
170703030203,170703030204,Downstream
170703030204,170703030206,Downstream
170703030205,170703030207,Downstream
170703030206,170703030207,Downstream
170703030207,170703031003,Downstream
170703030301,170703030303,Downstream
170703030302,170703030303,Downstream
170703030303,170703030304,Downstream
170703030304,170703031003,Downstream
170703030401,170703030404,Downstream
170703030402,170703030404,Downstream
170703030403,170703030404,Downstream
170703030404,170703030405,Downstream
170703030405,170703031008,Downstream
170703030501,170703030502,Downstream
170703030502,170703030504,Downstream
170703030503,170703030504,Downstream
170703030504,170703030704,Downstream
170703030601,170703030603,Downstream
170703030602,170703030603,Downstream
170703030603,170703030904,Downstream
170703030701,170703030702,Downstream
170703030702,170703030704,Downstream
170703030703,170703030704,Downstream
170703030704,170703030904,Downstream
170703030801,170703030803,Downstream
170703030802,170703030803,Downstream
170703030803,170703030904,Downstream
170703030901,170703030902,Downstream
170703030902,170703030904,Downstream
170703030903,170703030904,Downstream
170703030904,170703031009,Downstream
170703031001,170703031003,Downstream
170703031002,170703031003,Downstream
170703031003,170703031005,Downstream
170703031004,170703031006,Downstream
170703031005,170703031006,Downstream
170703031006,170703031008,Downstream
170900020305,170900020306,Downstream
170900020306,170900020401,Downstream
170900020401,170900020404,Downstream
170900020402,170900020403,Downstream
170900020403,170900020404,Downstream
170900020404,170900020405,Downstream
170900020405,170900030601,Downstream
170900030101,170900030103,Downstream
170900030102,170900030103,Downstream
170900030103,170900030107,Downstream
170900030104,170900030107,Downstream
170900030105,170900030107,Downstream
170900030106,170900030107,Downstream
170900030107,170900030109,Downstream
170900030108,170900030109,Downstream
170900030109,170900030110,Downstream
170900030110,170900030604,Downstream
170900030201,170900030203,Downstream
170900030202,170900030203,Downstream
170900030203,170900030205,Downstream
170900030204,170900030205,Downstream
170900030205,170900030211,Downstream
170900030206,170900030208,Downstream
170900030207,170900030208,Downstream
170900030208,170900030210,Downstream
170900030209,170900030210,Downstream
170900030210,170900030211,Downstream
170900030211,170900030609,Downstream
170900030301,170900030302,Downstream
170900030302,170900030303,Downstream
170900030303,170900030304,Downstream
170900030304,170900030305,Downstream
170900030305,170900030307,Downstream
170900030306,170900030308,Downstream
170900030307,170900030308,Downstream
170900030308,170900030403,Downstream
170900030401,170900030402,Downstream
170900030402,170900030403,Downstream
170900030403,170900030610,Downstream
170900030501,170900030502,Downstream
170900030502,170900030503,Downstream
170900030503,170900030504,Downstream
170900030504,170900030505,Downstream
170900030505,170900030512,Downstream
170900030506,170900030507,Downstream
170900030507,170900030508,Downstream
170900030508,170900030512,Downstream
170900030509,170900030511,Downstream
170900030510,170900030511,Downstream
171200040201,171200040202,Downstream
171200040202,171200040206,Downstream
171200040204,171200040206,Downstream
171200040205,171200040206,Downstream
171200040303,171200040305,Downstream
170703031007,170703031008,Downstream
170703031008,170703031009,Downstream
170703031009,170703040201,Downstream
170703040101,170703040102,Downstream
170703040102,170703040105,Downstream
170703040103,170703040105,Downstream
170703040104,170703040105,Downstream
170703040105,170703040203,Downstream
170703040201,170703040203,Downstream
170703040202,170703040203,Downstream
170703040203,170703040603,Downstream
170703040301,170703040304,Downstream
170703040302,170703040305,Downstream
170703040303,170703040305,Downstream
170703040304,170703040308,Downstream
170703040305,170703040308,Downstream
170703040306,170703040308,Downstream
170703040307,170703040308,Downstream
170703040308,170703040501,Downstream
170703040401,170703040403,Downstream
170703040402,170703040403,Downstream
170703040403,170703040501,Downstream
170703040501,170703040502,Downstream
170703040502,170703040603,Downstream
170703040601,170703040603,Downstream
170703040602,170703040603,Downstream
170703040603,170703040608,Downstream
170703040604,170703040608,Downstream
170703040605,170703040606,Downstream
170703040606,170703040608,Downstream
170703040607,170703040608,Downstream
170703040608,170703040801,Downstream
170703040701,170703040702,Downstream
170703040702,170703040703,Downstream
170703040703,170703040706,Downstream
170703040704,170703040706,Downstream
170703040705,170703040706,Downstream
170703040706,170703040802,Downstream
170703040801,170703040802,Downstream
170703040802,170703050102,Downstream
170703050101,170703050102,Downstream
170703050102,170703051002,Downstream
170703050201,170703050205,Downstream
170703050202,170703050205,Downstream
170703050203,170703050204,Downstream
170703050204,170703050205,Downstream
170703050205,170703050402,Downstream
170703050301,170703050302,Downstream
170703050302,170703050403,Downstream
170703050401,170703050402,Downstream
170703050402,170703050403,Downstream
170703050403,170703050404,Downstream
170703050404,170703051002,Downstream
170703050501,170703050503,Downstream
170703050502,170703050503,Downstream
170703050503,170703051006,Downstream
170900030511,170900030512,Downstream
170900030512,170900030611,Downstream
170900030601,170900030602,Downstream
170900030602,170900030604,Downstream
170900030603,170900030604,Downstream
170900030604,170900030605,Downstream
170900030605,170900030609,Downstream
170900030606,170900030608,Downstream
170900030607,170900030608,Downstream
170900030608,170900030609,Downstream
170900030609,170900030610,Downstream
170900030610,170900030611,Downstream
170900030611,170900070101,Downstream
170900040101,170900040102,Downstream
170900040102,170900040105,Downstream
170900040103,170900040104,Downstream
170900040104,170900040105,Downstream
170900040105,170900040209,Downstream
170900040201,CLOSED BASIN,Downstream
170900040202,170900040204,Downstream
170900040203,170900040206,Downstream
170900040204,170900040206,Downstream
170900040205,170900040206,Downstream
170900040206,170900040209,Downstream
170900040207,170900040208,Downstream
170900040208,170900040209,Downstream
170900040209,170900040502,Downstream
170900040301,170900040302,Downstream
170900040302,170900040303,Downstream
170900040303,170900040304,Downstream
170900040304,170900040307,Downstream
170900040305,170900040307,Downstream
170900040306,170900040307,Downstream
170900040307,170900040308,Downstream
170900040308,170900040502,Downstream
170900040401,170900040403,Downstream
170900040402,170900040403,Downstream
170900040403,170900040502,Downstream
170900040501,170900040502,Downstream
170900040502,170900040702,Downstream
170900040601,170900040602,Downstream
170900040602,170900040604,Downstream
170900040603,170900040604,Downstream
170900040604,170900040605,Downstream
170900040605,170900040706,Downstream
170900040701,170900040702,Downstream
170900040702,170900040703,Downstream
170900040703,170900040704,Downstream
170900040704,170900040706,Downstream
170900040705,170900040706,Downstream
170900040706,170900030601,Downstream
170900050101,170900050104,Downstream
170900050102,170900050104,Downstream
170900050104,170900050105,Downstream
170900050105,170900050303,Downstream
170900050201,170900050202,Downstream
170900050202,170900050205,Downstream
170900050203,170900050205,Downstream
170900050204,170900050205,Downstream
170900050205,170900050207,Downstream
170900050206,170900050207,Downstream
170900050207,170900050208,Downstream
170900050208,170900050303,Downstream
171200040304,171200040305,Downstream
171200040401,171200040402,Downstream
171200040402,CLOSED BASIN,Downstream
171200050101,171200050102,Downstream
171200050102,171200050103,Downstream
170703050601,CLOSED BASIN,Downstream
170703050602,170703050603,Downstream
170703050603,CLOSED BASIN,Downstream
170703050604,CLOSED BASIN,Downstream
170703050605,170703050606,Downstream
170703050606,CLOSED BASIN,Downstream
170703050701,170703050702,Downstream
170703050702,170703050703,Downstream
170703050703,170703050704,Downstream
170703050704,170703050706,Downstream
170703050705,170703050706,Downstream
170703050706,170703050710,Downstream
170703050707,170703050710,Downstream
170703050708,170703050710,Downstream
170703050709,170703050710,Downstream
170703050710,170703050711,Downstream
170703050711,170703050806,Downstream
170703050801,170703050806,Downstream
170703050802,170703050806,Downstream
170703050803,170703050804,Downstream
170703050804,170703050805,Downstream
170703050805,170703050806,Downstream
170703050806,170703050807,Downstream
170703050807,170703050808,Downstream
170703050808,170703050809,Downstream
170703050809,170703051006,Downstream
170703050901,170703050902,Downstream
170703050902,170703051006,Downstream
170703051001,170703051002,Downstream
170703051002,170703051006,Downstream
170703051003,170703051006,Downstream
170703051004,170703051006,Downstream
170703051005,170703051006,Downstream
170703051006,170703051101,Downstream
170703051101,170703051102,Downstream
170703051102,170703011104,Downstream
170703060101,170703060103,Downstream
170703060102,170703060103,Downstream
170703060103,170703060304,Downstream
170900050301,170900050302,Downstream
170900050302,170900050303,Downstream
170900050402,170900050403,Downstream
170900050602,170900050603,Downstream
170900050603,170900050604,Downstream
170900050604,170900030611,Downstream
170900060101,170900060103,Downstream
170900060102,170900060103,Downstream
170900060103,170900060104,Downstream
170900060104,170900060306,Downstream
170900060201,170900060202,Downstream
170900060202,170900060208,Downstream
170900060203,170900060208,Downstream
170900060204,170900060207,Downstream
170900060205,170900060207,Downstream
170900060206,170900060208,Downstream
170900060207,170900060208,Downstream
170900060208,170900060401,Downstream
170900060301,170900060302,Downstream
170900060302,170900060304,Downstream
170900060303,170900060304,Downstream
170900060304,170900060305,Downstream
170900060305,170900060307,Downstream
170900060306,170900060307,Downstream
170900060307,170900060402,Downstream
170900060401,170900060402,Downstream
170900060402,170900060801,Downstream
170900060501,170900060502,Downstream
170900060502,170900060801,Downstream
170900060601,170900060602,Downstream
170900060602,170900060604,Downstream
170900060603,170900060604,Downstream
170900060604,170900060806,Downstream
170900060701,170900060702,Downstream
170900060702,170900060703,Downstream
170900060703,170900060705,Downstream
170900060704,170900060705,Downstream
170900060705,170900060806,Downstream
170900060801,170900060803,Downstream
170900060802,170900060803,Downstream
170900060803,170900060805,Downstream
170900060804,170900060805,Downstream
170900060805,170900060806,Downstream
170900060806,170900050604,Downstream
170900070101,170900070107,Downstream
170900070102,170900070107,Downstream
170900070103,170900070106,Downstream
170900070104,170900070106,Downstream
170900070105,170900070106,Downstream
170900070106,170900070107,Downstream
170900070107,170900070301,Downstream
170900070201,170900070204,Downstream
170900070202,170900070204,Downstream
170900070203,170900070204,Downstream
170900070204,170900070301,Downstream
170900070301,170900070303,Downstream
170900070302,170900070303,Downstream
170900070303,170900070304,Downstream
170900070304,170900070307,Downstream
170900070305,170900070307,Downstream
170900070306,170900070307,Downstream
170900070307,170900070401,Downstream
170900070401,170900070402,Downstream
170900070402,170900070405,Downstream
170900070403,170900070405,Downstream
170900070404,170900070405,Downstream
170900070405,170900120104,Downstream
171200050401,171200050407,Downstream
171200050501,CLOSED BASIN,Downstream
171200050503,171200050504,Downstream
171200050504,CLOSED BASIN,Downstream
171200050505,171200050506,Downstream
171200050801,171200050802,Downstream
171200050802,171200050803,Downstream
171200050901,171200050902,Downstream
170703060201,170703060203,Downstream
170703060202,170703060203,Downstream
170703060203,170703060205,Downstream
170703060204,170703060205,Downstream
170703060205,170703060304,Downstream
170703060301,170703060302,Downstream
170703060302,170703060304,Downstream
170703060303,170703060304,Downstream
170703060304,170703060305,Downstream
170703060305,170703061101,Downstream
170703060401,170703060403,Downstream
170703060402,170703060403,Downstream
170703060403,170703060607,Downstream
170703060501,170703060503,Downstream
170703060502,170703060503,Downstream
170703060503,170703060505,Downstream
170703060504,170703060505,Downstream
170703060505,170703060607,Downstream
170703060601,170703060602,Downstream
170703060602,170703060606,Downstream
170703060603,170703060606,Downstream
170703060604,170703060606,Downstream
170703060605,170703060606,Downstream
170900080101,170900080103,Downstream
170900080102,170900080103,Downstream
170900080103,170900080205,Downstream
170900080201,170900080204,Downstream
170900080202,170900080204,Downstream
170900080203,170900080204,Downstream
170900080204,170900080205,Downstream
170900080205,170900080401,Downstream
170900080301,170900080302,Downstream
170900080302,170900080401,Downstream
170900080401,170900080406,Downstream
170900080402,170900080406,Downstream
170900080403,170900080405,Downstream
170900080404,170900080405,Downstream
170900080405,170900080406,Downstream
170900080406,170900080701,Downstream
170900080501,170900080502,Downstream
170900080502,170900080503,Downstream
170900080503,170900080504,Downstream
170900080504,170900080701,Downstream
170900080601,170900080602,Downstream
170900080602,170900080604,Downstream
170900080603,170900080604,Downstream
170900080604,170900080608,Downstream
170900080605,170900080608,Downstream
170900080606,170900080607,Downstream
170900080607,170900080608,Downstream
170900080608,170900080701,Downstream
170900080701,170900080703,Downstream
170900080702,170900080703,Downstream
170900080703,170900070304,Downstream
170900090101,170900090110,Downstream
170900090102,170900090110,Downstream
170900090104,170900090110,Downstream
171200051501,171200051502,Downstream
171200051502,CLOSED BASIN,Downstream
171200051503,CLOSED BASIN,Downstream
171200051505,171200051506,Downstream
171200051506,CLOSED BASIN,Downstream
170703060606,170703060607,Downstream
170703060607,170703060608,Downstream
170703060608,170703061101,Downstream
170703060701,170703060702,Downstream
170703060702,170703060704,Downstream
170703060703,170703060704,Downstream
170703060704,170703061108,Downstream
170703060801,170703060804,Downstream
170703060802,170703060803,Downstream
170703060803,170703060805,Downstream
170703060804,170703060805,Downstream
170703060805,170703060908,Downstream
170703060901,170703060903,Downstream
170703060902,170703060903,Downstream
170703060904,170703060905,Downstream
170703060905,170703060906,Downstream
170900090106,170900090107,Downstream
170900090107,170900090110,Downstream
170900090108,170900090109,Downstream
170900090109,170900090110,Downstream
170900090110,170900090204,Downstream
170900090202,170900090203,Downstream
170900090203,170900090204,Downstream
170900090204,170900090502,Downstream
170900090301,170900090302,Downstream
170900090302,170900090304,Downstream
170900090303,170900090304,Downstream
170900090304,170900090502,Downstream
170900090401,170900090403,Downstream
170900090403,170900090404,Downstream
170900090404,170900090408,Downstream
170900090405,170900090406,Downstream
170900090406,170900090407,Downstream
170703060906,170703060908,Downstream
170703060907,170703060908,Downstream
170703060908,170703061108,Downstream
170703061001,170703061004,Downstream
170703061002,170703061003,Downstream
170703061003,170703061005,Downstream
170703061004,170703061005,Downstream
170703061005,170703061108,Downstream
170703061101,170703061104,Downstream
170703061102,170703061104,Downstream
170703061103,170703061104,Downstream
170703061104,170703061107,Downstream
170703061105,170703061106,Downstream
170703061106,170703061107,Downstream
170703061107,170703061108,Downstream
170703061108,170703061202,Downstream
170703061201,170703061202,Downstream
170703061202,170703061203,Downstream
170703061203,170703061204,Downstream
170703061204,170703061205,Downstream
170703061205,170701050103,Downstream
170703070101,170703070103,Downstream
170703070102,170703070103,Downstream
170703070103,170703070105,Downstream
170703070104,170703070105,Downstream
170703070105,170703070106,Downstream
170703070106,170703070107,Downstream
170703070107,170703070109,Downstream
170703070108,170703070109,Downstream
170703070109,170703070502,Downstream
170703070201,170703070203,Downstream
170703070202,170703070206,Downstream
170703070203,170703070206,Downstream
170703070204,170703070205,Downstream
170703070205,170703070206,Downstream
170703070206,170703070502,Downstream
170703070301,170703070302,Downstream
170703070302,170703070304,Downstream
170703070303,170703070304,Downstream
170703070304,170703070502,Downstream
170703070401,170703070403,Downstream
170900090407,170900090408,Downstream
170900090408,170900090607,Downstream
170900090501,170900090502,Downstream
170900090502,170900090607,Downstream
170900090601,170900090602,Downstream
170900090602,170900090603,Downstream
170900090603,170900090605,Downstream
170900090604,170900090605,Downstream
170900090605,170900090606,Downstream
170900090606,170900090607,Downstream
170900090607,170900070402,Downstream
170900100101,170900100102,Downstream
170900100102,170900100103,Downstream
170900100103,170900100206,Downstream
170900100201,170900100204,Downstream
170900100202,170900100204,Downstream
170900100203,170900100205,Downstream
170900100204,170900100205,Downstream
170900100205,170900100206,Downstream
170900100206,170900100404,Downstream
170900100301,170900100302,Downstream
170900100302,170900100303,Downstream
160101020205,160101020206,Downstream
160102010602,160102010603,Downstream
160102010603,160102010606,Downstream
160102010609,160102010702,Downstream
160102010701,160102010702,Downstream
160102010702,160102010705,Downstream
160102010703,160102010704,Downstream
160102010704,160102010705,Downstream
160102010705,160102020202,Downstream
160102020101,160102020102,Downstream
160102020102,160102020103,Downstream
160102020201,160102020202,Downstream
160102020202,160102020204,Downstream
160102020203,160102020204,Downstream
160102020301,160102020303,Downstream
160102020303,160102020304,Downstream
160102040101,160102040102,Downstream
160102040102,160102040103,Downstream
160102040103,160102040104,Downstream
160102040104,160102040106,Downstream
160102040106,160102040204,Downstream
160102040203,160102040204,Downstream
160102040205,160102040206,Downstream
160203090101,160203090102,Downstream
160203090102,160203090106,Downstream
160203090104,160203090105,Downstream
160203090201,160203090204,Downstream
160203090202,160203090204,Downstream
160203090206,160203090402,Downstream
160203090401,160203090405,Downstream
160101020204,160101020206,Downstream
160101020203,160101020204,Downstream
100301011502,100301011503,Downstream
100301011801,100301011802,Downstream
100301011802,100301011803,Downstream
100301011804,100301011805,Downstream
100301011805,100301011807,Downstream
100200040301,100200040302,Downstream
100200040303,100200040305,Downstream
100200040304,100200040305,Downstream
100200040306,100200040309,Downstream
100200040307,100200040309,Downstream
100200040308,100200040309,Downstream
100200040404,100200040407,Downstream
100200040405,100200040406,Downstream
100200040408,100200040409,Downstream
100200040501,100200040503,Downstream
100200040502,100200040503,Downstream
100200040504,100200040505,Downstream
100200040505,100200040509,Downstream
100200040506,100200040509,Downstream
100200010101,100200010104,Downstream
100200010104,100200010106,Downstream
100200010105,100200010106,Downstream
100200010106,100200010202,Downstream
100200010202,100200010204,Downstream
100200010203,100200010204,Downstream
100200040507,100200040509,Downstream
100200040508,100200040509,Downstream
100200040602,100200040603,Downstream
100200040603,100200040608,Downstream
100200040605,100200040608,Downstream
100200010204,100200010209,Downstream
100200010206,100200010209,Downstream
100200010209,100200010210,Downstream
100200010210,100200011401,Downstream
100200010301,100200010304,Downstream
100200010302,100200010304,Downstream
100200010303,100200010304,Downstream
100200010401,100200010402,Downstream
100200040701,100200040702,Downstream
100200040703,100200040807,Downstream
100200040801,100200040803,Downstream
100200040802,100200040803,Downstream
100200040804,100200040807,Downstream
100200010501,100200010502,Downstream
100200010502,100200010802,Downstream
100200010601,100200010602,Downstream
100200010602,100200010802,Downstream
100200010801,100200010802,Downstream
100200041001,100200041002,Downstream
100200011002,100200011003,Downstream
100200011003,100200011004,Downstream
100200041002,100200041003,Downstream
100200041101,100200041102,Downstream
100200041201,100200041202,Downstream
100200011101,100200011103,Downstream
100200011103,100200011107,Downstream
100200011104,100200011107,Downstream
100200011105,100200011106,Downstream
100200011106,100200011107,Downstream
100200011201,100200011202,Downstream
100200011202,100200011204,Downstream
100200050201,100200050204,Downstream
100200050202,100200050204,Downstream
100200050203,100200050204,Downstream
100200050501,100200050502,Downstream
100200060101,100200060103,Downstream
100200060102,100200060104,Downstream
100200060103,100200060104,Downstream
100200060104,100200060204,Downstream
100200060201,100200060202,Downstream
100200060203,100200060204,Downstream
100200060301,100200060303,Downstream
100200070203,100200070204,Downstream
100200070307,100200070404,Downstream
100200070501,100200070502,Downstream
100200070502,100200070604,Downstream
100200070701,100200070703,Downstream
100301011401,100301011402,Downstream
100301011402,100301011406,Downstream
100301011403,100301011404,Downstream
100301011404,100301011405,Downstream
100301040205,100301040207,Downstream
100301040206,100301040207,Downstream
100301020101,100301020102,Downstream
100301020102,100301020105,Downstream
100301020103,100301020105,Downstream
100301020201,100301020203,Downstream
100301020203,100301020404,Downstream
100301020401,100301020402,Downstream
100200070202,100200070203,Downstream
100200070204,100200070205,Downstream
100301040201,100301040202,Downstream
100301040203,100301040204,Downstream
160203080106,160203080109,Downstream
160203080107,160203080109,Downstream
160203070201,160203070202,Downstream
160203070202,160203070204,Downstream
160203070301,160203070302,Downstream
160203070302,160203070305,Downstream
160203070303,160203070305,Downstream
160203070304,160203070305,Downstream
160203070401,160203070402,Downstream
160203070402,160203070403,Downstream
160203070403,160203070503,Downstream
160203070601,160203070602,Downstream
160203070602,160203070603,Downstream
160401010301,160401010303,Downstream
160401010401,160401010402,Downstream
160401010402,160401010408,Downstream
160401010403,160401010408,Downstream
160401010404,160401010408,Downstream
160401010405,160401010408,Downstream
160401010406,160401010407,Downstream
160401010407,160401010408,Downstream
160401010408,160401010501,Downstream
160401020301,160401020302,Downstream
160401020303,160401020304,Downstream
170102050506,170102050803,Downstream
170102050601,170102050602,Downstream
170102050602,170102050807,Downstream
170102050701,170102050702,Downstream
170102050702,170102050703,Downstream
170102050703,170102050705,Downstream
170102050704,170102050705,Downstream
170102050705,170102050807,Downstream
170102050801,170102050802,Downstream
170102050802,170102050806,Downstream
170102050803,170102050806,Downstream
170402180502,170402180503,Downstream
170402180503,170402180506,Downstream
170402180504,170402180506,Downstream
170402180505,170402180506,Downstream
170402180506,170402180507,Downstream
170402180507,170402180701,Downstream
170402180601,170402180604,Downstream
170402180602,170402180604,Downstream
170402180603,170402180604,Downstream
170402180604,170402180607,Downstream
170402180605,170402180607,Downstream
170402180606,170402180607,Downstream
170402180607,170402180608,Downstream
170402180608,170402180706,Downstream
170402180701,170402180704,Downstream
170402180702,170402180704,Downstream
170402180703,170402180706,Downstream
170402180704,170402180706,Downstream
170402180705,170402180706,Downstream
170402180706,170402180803,Downstream
170402180801,170402180803,Downstream
170402180802,170402180803,Downstream
170402180803,170402180804,Downstream
170402180804,170402180805,Downstream
170402180805,170402180900,Downstream
170402180900,CLOSED BASIN,Downstream
170402181000,CLOSED BASIN,Downstream
170402190101,170402190103,Downstream
170402190102,170402190103,Downstream
170402190103,170402190107,Downstream
170402190104,170402190107,Downstream
170402190105,170402190106,Downstream
170402190106,170402190107,Downstream
170402190107,170402190301,Downstream
170402190201,170402190202,Downstream
170402190202,170402190203,Downstream
170402190203,170402190204,Downstream
170402190204,170402190305,Downstream
170402190301,170402190302,Downstream
170402190302,170402190305,Downstream
170402190303,170402190304,Downstream
170402190304,170402190305,Downstream
170402190305,170402190505,Downstream
170402190401,170402190403,Downstream
170402190402,170402190403,Downstream
170402190403,170402190505,Downstream
170402190501,170402190505,Downstream
170402190502,170402190505,Downstream
170402190503,170402190505,Downstream
170402190504,170402190505,Downstream
170402190505,170402190602,Downstream
170402190601,170402190602,Downstream
170402190602,170402190604,Downstream
170402190603,170402190604,Downstream
170402190604,170402190605,Downstream
170402190605,170402190702,Downstream
170402190701,170402190702,Downstream
170402190702,170402190703,Downstream
170402190703,170402190706,Downstream
170402190704,170402190706,Downstream
170402190705,170402190706,Downstream
170402190706,170402190904,Downstream
170402190801,170402190803,Downstream
170402190802,170402190803,Downstream
170402190803,170402190904,Downstream
170402190901,170402190903,Downstream
170402190902,170402190903,Downstream
170402190903,170402190906,Downstream
170402190904,170402190906,Downstream
170402190905,170402190906,Downstream
170402190906,170402121303,Downstream
170402200101,170402200104,Downstream
170402200102,170402200104,Downstream
170402200103,170402200104,Downstream
170402200104,170402200202,Downstream
170402200201,170402200202,Downstream
170402200202,170402200207,Downstream
170402200203,170402200207,Downstream
170402200204,170402200207,Downstream
170402200205,170402200207,Downstream
170402200206,170402200207,Downstream
170402200207,170402200307,Downstream
170402200301,170402200302,Downstream
170402200302,170402200307,Downstream
170402200303,170402200304,Downstream
170402130106,170402130107,Downstream
170402130107,170402130108,Downstream
170402130108,170402130205,Downstream
170402130201,170402130204,Downstream
170402130203,170402130204,Downstream
170402130205,170402130601,Downstream
170402130301,170402130302,Downstream
170402130302,170402130303,Downstream
170402130303,170402130306,Downstream
170402130304,170402130306,Downstream
170402130305,170402130306,Downstream
170402130306,170402130310,Downstream
170402130307,170402130308,Downstream
170402130308,170402130310,Downstream
170402130309,170402130310,Downstream
170402130310,170402130601,Downstream
170402130401,170402130403,Downstream
170402130402,170402130403,Downstream
170402130403,170402130405,Downstream
170402130404,170402130405,Downstream
170402130405,170402130605,Downstream
170402130601,170402130603,Downstream
170402130602,170402130603,Downstream
170402130603,170402130604,Downstream
170402130604,170402130605,Downstream
170402130701,170402130702,Downstream
170402130702,170402130703,Downstream
170402110110,170402110113,Downstream
170402110111,170402110113,Downstream
170402110201,170402110202,Downstream
170402100101,170402100104,Downstream
170402100102,170402100104,Downstream
170402100104,170402100105,Downstream
170402100201,170402100207,Downstream
170401010201,170401010203,Downstream
170401010203,170401010206,Downstream
170401010202,170401010203,Downstream
170401030406,170401030410,Downstream
170401030410,170401030411,Downstream
170401030407,170401030410,Downstream
170401030408,170401030409,Downstream
170401030409,170401030410,Downstream
170401030411,170401030509,Downstream
170401050101,170401050105,Downstream
170401050105,170401050205,Downstream
170401050102,170401050105,Downstream
170401050103,170401050105,Downstream
170401050104,170401050105,Downstream
170501021206,170501021207,Downstream
170501021207,170501021208,Downstream
170501021208,170501021306,Downstream
170501021301,170501021306,Downstream
170501021302,170501021303,Downstream
170501021303,170501021306,Downstream
170501021304,170501021305,Downstream
170501021305,170501021306,Downstream
170501021306,170501021701,Downstream
170501021403,170501021406,Downstream
170501021404,170501021405,Downstream
170501021405,170501021406,Downstream
170501021406,170501021407,Downstream
170501021407,170501021606,Downstream
170501021503,170501021606,Downstream
170501021601,170501021602,Downstream
170501021602,170501021605,Downstream
170501021603,170501021606,Downstream
170501021604,170501021606,Downstream
170501021605,170501021606,Downstream
170501021606,170501021704,Downstream
170501140503,170501140504,Downstream
170501140504,170501140506,Downstream
170501140505,170501140507,Downstream
170501140506,170501140507,Downstream
170501200101,170501200102,Downstream
170501200102,170501200104,Downstream
170501200103,170501200201,Downstream
170501200104,170501200201,Downstream
170501200201,170501200206,Downstream
170501200202,170501200206,Downstream
170501200203,170501200204,Downstream
140401010501,140401010502,Downstream
140401010901,140401010902,Downstream
140401010905,140401010909,Downstream
140401010906,140401010908,Downstream
140401010908,140401010909,Downstream
170102030103,170102030104,Downstream
170102030104,170102030206,Downstream
170102030201,170102030202,Downstream
170102030202,170102030206,Downstream
170102030203,170102030204,Downstream
170102030204,170102030206,Downstream
170102030205,170102030206,Downstream
170102030206,170102030308,Downstream
170102030308,170102030310,Downstream
170102030302,170102030308,Downstream
170102050804,170102050806,Downstream
170102050805,170102050806,Downstream
170102050806,170102050807,Downstream
170102050807,170102051003,Downstream
170102050901,170102050903,Downstream
170102050902,170102050903,Downstream
170102050903,170102050904,Downstream
170102050904,170102051003,Downstream
170102051001,170102051003,Downstream
170102051002,170102051003,Downstream
170402200304,170402200305,Downstream
170402200305,170402200307,Downstream
170402200306,170402200307,Downstream
170402200307,170402200502,Downstream
170402200401,170402200402,Downstream
170402200402,170402200403,Downstream
170402200403,170402200504,Downstream
170402200501,170402200502,Downstream
170402200502,170402200504,Downstream
170402200503,170402200504,Downstream
170402200504,170402190605,Downstream
