:START_ID(Reach),:END_ID(Reach),:Type
170501190502,170501190603,Downstream
170501190601,170501190602,Downstream
170501190602,170501190603,Downstream
170501190603,170501170602,Downstream
170502010101,170502010106,Downstream
170502010202,170502010204,Downstream
170502010203,170502010204,Downstream
170502010204,170502010206,Downstream
170502010601,170502010604,Downstream
170502010602,170502010604,Downstream
170502010603,170502010604,Downstream
170502010604,170502010606,Downstream
170502010605,170502010606,Downstream
170502010606,170502010610,Downstream
170502010607,170502010609,Downstream
170502010608,170502010609,Downstream
170502010609,170502010610,Downstream
170502010610,170502010703,Downstream
170502020101,170502020103,Downstream
170502020102,170502020103,Downstream
170502020103,170502020105,Downstream
170502020104,170502020105,Downstream
170502020105,170502020108,Downstream
170502020106,170502020108,Downstream
170502020107,170502020108,Downstream
170502020108,170502020204,Downstream
170502020201,170502020202,Downstream
170502020202,170502020203,Downstream
170502020203,170502020204,Downstream
170502020204,170502020401,Downstream
170502020301,170502020303,Downstream
170502020302,170502020303,Downstream
170502020303,170502020402,Downstream
170502020401,170502020402,Downstream
170502020402,170502020405,Downstream
170502020403,170502020404,Downstream
170502020404,170502020405,Downstream
170502020405,170502020501,Downstream
170502020501,170502020503,Downstream
170502020502,170502020503,Downstream
170502020503,170502020601,Downstream
170502020601,170502020602,Downstream
170502020602,170502020603,Downstream
170501080601,170501080602,Downstream
170501060503,170501060504,Downstream
170501060504,170501060605,Downstream
170501070102,170501070103,Downstream
170501070301,170501070303,Downstream
170501070302,170501070303,Downstream
170501070403,170501070406,Downstream
170501070404,170501070406,Downstream
170501070405,170501070406,Downstream
170501070406,170501070504,Downstream
170501070501,170501070503,Downstream
170501070502,170501070503,Downstream
170501070503,170501070504,Downstream
170501070601,170501070605,Downstream
170501080403,170501080405,Downstream
170501080404,170501080405,Downstream
170501080405,170501080501,Downstream
170501080501,170501080505,Downstream
170501080503,170501080505,Downstream
170501080602,170501080605,Downstream
170501150102,170501150103,Downstream
170501150103,170501150104,Downstream
170501150104,170501150204,Downstream
170501150204,170502010106,Downstream
170502010106,170502010201,Downstream
170502010201,170502010206,Downstream
170502010301,170502010303,Downstream
170502010303,170502010304,Downstream
170502010304,170502010306,Downstream
170502010306,170502010307,Downstream
170502010307,170502010401,Downstream
170502010401,170502010403,Downstream
170502010403,170502010701,Downstream
170502010701,170502010703,Downstream
170501040101,170501040106,Downstream
170501161404,170501161406,Downstream
170501161405,170501161406,Downstream
170501161406,170501170102,Downstream
170501170101,170501170102,Downstream
170501170102,170501170104,Downstream
170501170103,170501170104,Downstream
170501170104,170501170105,Downstream
170501170105,170501170202,Downstream
170501170201,170501170202,Downstream
170501170202,170501170204,Downstream
170501170203,170501170204,Downstream
170501170204,170501170206,Downstream
170501170205,170501170206,Downstream
170501170206,170501170402,Downstream
170501170301,170501170302,Downstream
170501170302,170501170303,Downstream
170501170303,170501170306,Downstream
170501170304,170501170306,Downstream
170501170305,170501170306,Downstream
170501170306,170501170402,Downstream
170501170401,170501170402,Downstream
170501170402,170501170403,Downstream
170501170403,170501170601,Downstream
170501170501,170501170503,Downstream
170501170502,170501170503,Downstream
170501170503,170501170505,Downstream
170501170504,170501170505,Downstream
170501170505,170501170601,Downstream
170501170601,170501170602,Downstream
170501170602,170501170603,Downstream
170501170603,170501150204,Downstream
170501180101,170501180106,Downstream
170501180102,170501180103,Downstream
170501180103,170501180106,Downstream
170502020603,170502020802,Downstream
170502020701,170502020705,Downstream
170502020702,170502020703,Downstream
170502020703,170502020705,Downstream
170502020704,170502020705,Downstream
170502020705,170502020802,Downstream
170502020801,170502020802,Downstream
170502020802,170502020803,Downstream
170502020803,170502020804,Downstream
170502020804,170502020808,Downstream
170502020805,170502020807,Downstream
170502020806,170502020807,Downstream
170502020807,170502020808,Downstream
170502020808,170502020809,Downstream
170502020809,170502010301,Downstream
170502030101,170502030103,Downstream
170502030102,170502030103,Downstream
170502030103,170502030104,Downstream
170502030104,170502030106,Downstream
170502030105,170502030106,Downstream
170502030106,170502030201,Downstream
170502030201,170502030202,Downstream
170502030202,170502030207,Downstream
170502030203,170502030207,Downstream
170502030204,170502030207,Downstream
170502030205,170502030206,Downstream
170502030206,170502030207,Downstream
170502030207,170502030304,Downstream
170502030301,170502030302,Downstream
170502030302,170502030304,Downstream
170502030303,170502030304,Downstream
170502030304,170502030406,Downstream
170502030401,170502030402,Downstream
170502030402,170502030406,Downstream
170502030403,170502030406,Downstream
170502030404,170502030406,Downstream
170502030405,170502030406,Downstream
170502030406,170502030408,Downstream
170502030407,170502030408,Downstream
170502030408,170502030605,Downstream
170502030501,170502030502,Downstream
170502030502,170502030505,Downstream
170502030503,170502030504,Downstream
170502030504,170502030505,Downstream
170502030505,170502030605,Downstream
170502030601,170502030602,Downstream
170502030602,170502030605,Downstream
170502030603,170502030605,Downstream
170502030604,170502030605,Downstream
170502030605,170502030606,Downstream
170502030606,170502030801,Downstream
170502030701,170502030702,Downstream
170502030702,170502030704,Downstream
170502030703,170502030704,Downstream
170501040102,170501040106,Downstream
170501040201,170501040203,Downstream
170501040202,170501040203,Downstream
170501040203,170501040302,Downstream
170501040302,170501040304,Downstream
170501040304,170501040701,Downstream
170501050101,170501050104,Downstream
170501050102,170501050104,Downstream
170501050103,170501050104,Downstream
170501050104,170501050107,Downstream
170501050105,170501050107,Downstream
170501050106,170501050107,Downstream
170501050107,170501050204,Downstream
170501050201,170501050202,Downstream
170501050202,170501050204,Downstream
170501050203,170501050204,Downstream
170501050204,170501050303,Downstream
170501050301,170501050303,Downstream
170501050302,170501050303,Downstream
170501050303,170501050405,Downstream
170501050401,170501050402,Downstream
170501050402,170501050403,Downstream
170501050403,170501050406,Downstream
170501050404,170501050406,Downstream
170501050405,170501050406,Downstream
170501050406,170501050509,Downstream
170501050501,170501050509,Downstream
170501050502,170501050504,Downstream
170501050503,170501050504,Downstream
170501050504,170501050508,Downstream
170501050505,170501050508,Downstream
170501050506,170501050507,Downstream
170501050507,170501050508,Downstream
170501050508,170501050509,Downstream
170501050509,170501050605,Downstream
170501050601,170501050602,Downstream
170501050603,170501050604,Downstream
170501050604,170501050605,Downstream
170501050605,170501050802,Downstream
170501050701,170501050702,Downstream
170501050702,170501050703,Downstream
170501050703,170501050705,Downstream
170501050704,170501050705,Downstream
170501050705,170501050707,Downstream
170501050706,170501050707,Downstream
170501050707,170501050802,Downstream
170501050801,170501050802,Downstream
170501050802,170501050805,Downstream
170501050803,CLOSED BASIN,Downstream
170501050804,170501050805,Downstream
170501050805,170501050903,Downstream
170501060101,CLOSED BASIN,Downstream
170501060102,CLOSED BASIN,Downstream
170501060201,CLOSED BASIN,Downstream
170501060202,170501060205,Downstream
170501060203,170501060204,Downstream
170501060204,170501060205,Downstream
170501060205,170501060207,Downstream
170501060206,170501060207,Downstream
170501060207,170501060208,Downstream
170501060208,170501060603,Downstream
170501060301,170501060302,Downstream
170502030704,170502030801,Downstream
170502030801,170502030803,Downstream
170502030802,170502030803,Downstream
170502030803,170502030806,Downstream
170502030804,170502030806,Downstream
170502030805,170502030806,Downstream
170502030806,170502030808,Downstream
170502030807,170502030808,Downstream
170502030808,170502030902,Downstream
170502030901,170502030902,Downstream
170502030902,170502030903,Downstream
170502030903,170502030904,Downstream
170502030904,170502030905,Downstream
170502030905,170502031102,Downstream
170502031001,170502031003,Downstream
170502031002,170502031003,Downstream
170502031003,170502031005,Downstream
170502031004,170502031005,Downstream
170502031005,170502031007,Downstream
170502031006,170502031007,Downstream
170502031007,170502031102,Downstream
170502031101,170502031102,Downstream
170502031102,170502031103,Downstream
170502031103,170502010401,Downstream
170501060501,170501060502,Downstream
170502010206,170502010301,Downstream
170502010205,170502010206,Downstream
170601020101,170601020103,Downstream
170601020102,170601020103,Downstream
170601020103,170601020104,Downstream
170601020104,170601020106,Downstream
170601020105,170601020106,Downstream
170601020301,170601020303,Downstream
170601020302,170601020303,Downstream
170601020303,170601020304,Downstream
170601020304,170601020305,Downstream
170601020401,170601020402,Downstream
170601020402,170601020407,Downstream
170601040101,170601040103,Downstream
170601040102,170601040103,Downstream
170601040103,170601040109,Downstream
170601040104,170601040105,Downstream
170601040105,170601040109,Downstream
170601040106,170601040108,Downstream
170601050106,170601050109,Downstream
170601050107,170601050109,Downstream
170601050108,170601050109,Downstream
170601050109,170601050302,Downstream
170601050201,170601050202,Downstream
170601050202,170601050203,Downstream
170601050203,170601050204,Downstream
170601050204,170601050306,Downstream
170601050301,170601050302,Downstream
170601050302,170601050306,Downstream
170601050303,170601050305,Downstream
170601050304,170601050305,Downstream
170601050305,170601050306,Downstream
170601050306,170601050604,Downstream
170601050401,170601050402,Downstream
170601050402,170601050604,Downstream
170601050501,170601050502,Downstream
170601050502,170601050504,Downstream
170601050503,170601050504,Downstream
170601050504,170601050506,Downstream
170601050505,170601050506,Downstream
170601050506,170601050507,Downstream
170601050507,170601050606,Downstream
170601050601,170601050602,Downstream
170601050602,170601050604,Downstream
170601050603,170601050604,Downstream
170601050604,170601050606,Downstream
170601050605,170601050606,Downstream
170601050606,170601060102,Downstream
170601060101,170601060102,Downstream
170601060102,170601060105,Downstream
170601060103,170601060105,Downstream
170601060104,170601060105,Downstream
170601060105,170601060106,Downstream
170601060106,170601060210,Downstream
170601060201,170601060202,Downstream
170601060202,170601060210,Downstream
170601060203,170601060204,Downstream
170601060204,170601060207,Downstream
170601060205,170601060207,Downstream
170601060206,170601060207,Downstream
170601060207,170601060210,Downstream
170601060208,170601060209,Downstream
170601060209,170601060210,Downstream
170601060210,170601060703,Downstream
170601060302,170601060305,Downstream
170601060312,170601060703,Downstream
170601060501,170601060503,Downstream
170601060502,170601060503,Downstream
170601060503,170601060504,Downstream
170601060504,170601060508,Downstream
170601060505,170601060507,Downstream
170601060506,170601060507,Downstream
170601060507,170601060508,Downstream
170601060508,170601060601,Downstream
170601060601,170601060602,Downstream
170601060602,170601060607,Downstream
170601070506,170601070701,Downstream
170601070601,170601070603,Downstream
170601070602,170601070603,Downstream
170601070603,170601070606,Downstream
170601070604,170601070606,Downstream
170601070605,170601070606,Downstream
170601070606,170601070608,Downstream
170601070607,170601070608,Downstream
170601070608,170601070701,Downstream
170601070701,170601070703,Downstream
170601070702,170601070704,Downstream
170601070703,170601070704,Downstream
170601070704,170601070808,Downstream
170601070802,170601070804,Downstream
170601070803,170601070804,Downstream
170601070804,170601070807,Downstream
170601070805,170601070807,Downstream
170601070806,170601070807,Downstream
170601070807,170601070808,Downstream
170601070808,170601100102,Downstream
170601080406,170601080407,Downstream
170601080407,170601080408,Downstream
170601080408,170601080409,Downstream
170601080409,170601080506,Downstream
170601080502,170601080505,Downstream
170601080505,170601080506,Downstream
170601080506,170601080803,Downstream
170601080707,170601080804,Downstream
170601080801,170601080802,Downstream
170601080802,170601080803,Downstream
170601080803,170601080804,Downstream
170601080804,170601080806,Downstream
170601080805,170601080806,Downstream
170601080806,170601100102,Downstream
170601040107,170601040108,Downstream
170601040108,170601040109,Downstream
170601040109,170601040307,Downstream
170601040201,170601040202,Downstream
170601040202,170601040206,Downstream
170601040203,170601040204,Downstream
170601040204,170601040206,Downstream
170601040205,170601040206,Downstream
170601040206,170601040307,Downstream
170601040301,170601040302,Downstream
170601040302,170601040307,Downstream
170601040303,170601040307,Downstream
170601040304,170601040307,Downstream
170601040305,170601040307,Downstream
170601040306,170601040307,Downstream
170601040307,170601040404,Downstream
170601040401,170601040403,Downstream
170601040402,170601040403,Downstream
170601040403,170601040404,Downstream
170601040404,170601040405,Downstream
170601040405,170601040905,Downstream
170601040501,170601040503,Downstream
170601040502,170601040503,Downstream
170601040503,170601040507,Downstream
170601040504,170601040507,Downstream
170601040505,170601040507,Downstream
170601040506,170601040507,Downstream
170601040507,170601040704,Downstream
170601040601,170601040604,Downstream
170601040602,170601040604,Downstream
170601040603,170601040604,Downstream
170601040604,170601040704,Downstream
170601040701,170601040702,Downstream
170601040702,170601040704,Downstream
170601040703,170601040704,Downstream
170601040704,170601040705,Downstream
170601040705,170601040706,Downstream
170601040706,170601040905,Downstream
170601040801,170601040802,Downstream
170601040802,170601040804,Downstream
170601040803,170601040804,Downstream
170601040804,170601040905,Downstream
170601040901,170601040902,Downstream
170601040902,170601040905,Downstream
170601040903,170601040904,Downstream
170601040904,170601040905,Downstream
170601040905,170601041103,Downstream
170601041001,170601041004,Downstream
170601041002,170601041004,Downstream
170601041003,170601041004,Downstream
170601041004,170601041106,Downstream
170601041101,170601041103,Downstream
170601041102,170601041103,Downstream
170601041103,170601041106,Downstream
170601041104,170601041106,Downstream
170601041105,170601041106,Downstream
170601041106,170601060102,Downstream
170601050101,170601050109,Downstream
170601050102,170601050105,Downstream
170601050103,170601050104,Downstream
170601050104,170601050105,Downstream
170601050105,170601050109,Downstream
170601060301,170601060302,Downstream
170601060303,170601060305,Downstream
170601060304,170601060305,Downstream
170601060305,170601060308,Downstream
170601060307,170601060308,Downstream
170601060308,170601060312,Downstream
170601060311,170601060312,Downstream
170601060701,170601060703,Downstream
170601060702,170601060703,Downstream
170601060703,170601060709,Downstream
170601060705,170601060709,Downstream
170601060707,170601060709,Downstream
170601060709,170601060711,Downstream
170601030201,170601030205,Downstream
170601030202,170601030205,Downstream
170601030203,170601030205,Downstream
170601030204,170601030205,Downstream
170601030205,170601030209,Downstream
170601030206,170601030208,Downstream
170601100101,170601100102,Downstream
170601100102,170601100103,Downstream
170601100103,170601100106,Downstream
170601100104,170601100106,Downstream
170601100105,170601100106,Downstream
170601100106,170601100401,Downstream
170601100201,CLOSED BASIN,Downstream
170601100202,170601100302,Downstream
170601100301,170601100302,Downstream
170601100302,170601100303,Downstream
170601100303,170601100404,Downstream
170601100401,170601100403,Downstream
170601100402,170601100403,Downstream
170601100403,170601100404,Downstream
170601100404,170200160604,Downstream
170701010202,170701010203,Downstream
170701010701,170701010702,Downstream
170701010702,170701010703,Downstream
170701010703,170701010904,Downstream
170701010801,170701010802,Downstream
170701010802,170701010804,Downstream
170701010803,170701010804,Downstream
170701010804,170701010905,Downstream
170701011402,170701011405,Downstream
170701011406,170701011407,Downstream
170701020101,170701020102,Downstream
170701020102,170701020103,Downstream
170701020103,170701020106,Downstream
170701020104,170701020106,Downstream
170701020105,170701020106,Downstream
170701020106,170701020704,Downstream
170701030206,170701030502,Downstream
170701030301,170701030303,Downstream
170701030302,170701030304,Downstream
170701030303,170701030304,Downstream
170701030304,170701030306,Downstream
170701030305,170701030306,Downstream
170701030306,170701030507,Downstream
170701030401,170701030403,Downstream
170701030402,170701030403,Downstream
170701030403,170701030406,Downstream
170701030404,170701030405,Downstream
170701030405,170701030406,Downstream
170701030406,170701030407,Downstream
170601060306,170601060307,Downstream
170601060309,170601060311,Downstream
170601060310,170601060311,Downstream
170601060704,170601060709,Downstream
170601060706,170601060709,Downstream
170601070101,170601070105,Downstream
170601070102,170601070105,Downstream
170601070103,170601070105,Downstream
170601070104,170601070105,Downstream
