HUC_ID,name
170900110605,North Fork Deep Creek-Deep Creek
170900110606,Lower Clear Creek
170900110607,Rock Creek-Clackamas River
170900050404,Walker Creek-North Santiam River
170900050304,Kinney Creek-Detroit Reservoir
170900050403,Mad Creek-North Santiam River
170900050401,Sevenmile Creek-North Santiam River
170900050303,French Creek-Detroit Lake
170900050505,Lower Little North Santiam River
170900050601,Stout Creek-North Santiam River
170900050103,Humbug Creek
170900050504,Middle Little North Santiam River
170900050501,Opal Creek
170900050503,Upper Little North Santiam River
170900050502,Headwaters Little North Santiam River
170900110104,Elk Lake Creek
170900090103,North Fork Silver Creek
170900110101,Upper Hot Springs Fork
170900090402,Headwaters Molalla River
170900090105,Upper Abiqua Creek
170900110102,Nohorn Creek
170900090201,Upper Butte Creek
170900120102,Kellogg Creek
170900120104,Oswego Creek-Willamette River
170900120101,Upper Johnson Creek
170900120103,Lower Johnson Creek
170900120201,Columbia Slough
170900120202,Balch Creek-Willamette River
170900120301,South Scappoose Creek
170900120305,Multnomah Channel
170900120304,Scappoose Creek
170900120302,North Scappoose Creek
170900120303,Milton Creek
170701010901,Upper Dead Canyon
170701010902,Lower Dead Canyon
170701010903,Town of Alderdale
170701011001,Upper Alder Creek
170701011002,Spring Canyon
170701011003,Tule Canyon
170701011004,Sixprong Ranch
170701011005,Upper Sixprong Creek
170701011006,Lower Sixprong Creek
170701011007,Lower Alder Creek
170701011101,Upper Pine Creek
170701011102,Lower Pine Creek
170701011201,Upper Wood Gulch
170701011202,Big Horn Canyon
171002020101,Lousignont Creek-Nehalem River
171002020103,Clear Creek-Nehalem River
171002020107,Pebble Creek
171002020108,East Fork Nehalem River
171002020109,Coon Creek-Nehalem River
171002020202,Deer Creek-Nehalem River
170702011007,Marks Creek-John Day River
170702011008,Stockdale Creek-John Day River
170702011101,Franks Creek
170702011102,Cottonwood Creek
170702011103,Rattlesnake Creek-John Day River
170702011201,Upper Mountain Creek
170702011202,Middle Mountain Creek
170702011203,Fopiano Creek
170702011204,Willow Creek
170702011205,Lower Mountain Creek
170702011301,Upper Rock Creek
170702011302,Middle Rock Creek
170702011303,Lower Rock Creek
170702011401,Squaw Creek
170702011402,Johnny Creek-John Day River
170702011403,Branson Creek-John Day River
170702011404,Johnson Creek
170702011405,Holmes Creek-John Day River
170702020101,Baldy Creek-North Fork John Day River
170702020102,Trail Creek
170702020103,Onion Creek-North Fork John Day River
170702020104,Trout Creek
170702020105,Crane Creek-North Fork John Day River
170702020201,Upper Granite Creek
170702020202,Bull Run Creek
170702020203,Beaver Creek
170702020204,Clear Creek
170702020205,Lake Creek
170702020206,Lower Granite Creek
170702020301,Glade Creek-North Fork John Day River
170702020302,Meadow Creek
170702020303,Big Creek
170702020304,Corral Creek-North Fork John Day River
170702020305,Oriental Creek-North Fork John Day River
170702020306,Texas Bar Creek-North Fork John Day River
170702020401,Headwaters Desolation Creek
170702020402,Upper Desolation Creek
170702020403,Middle Desolation Creek
170702020404,Lower Desolation Creek
170702020501,Dry Camas Creek-Camas Creek
170702020502,Bowman Creek-Camas Creek
170702020503,Hidaway Creek
170702020504,Cable Creek
170702020505,Lane Creek-Camas Creek
170702020601,Snipe Creek
170702020602,Upper Owens Creek
170702020603,Lower Owens Creek
170702020604,Upper Fivemile Creek
170702020605,Pine Creek
170702020606,Wilkins Creek-Camas Creek
170702020607,Lower Fivemile
170702020608,Bridge Creek
170702020609,Stover Canyon-Camas Creek
170702020701,East Fork Meadow Brook
170702020702,West Fork Meadow Brook
170702020703,Deerhorn Creek-North Fork John Day River
170702020704,Jericho Creek-North Fork John Day River
170702020705,Matlock Creek-Stony Creek
170702020706,Ellis Creek-Potamus Creek
170702020707,Potamus Creek
170702020708,Mallory Creek
170702020709,Ditch Creek
170702020710,Wrightman Canyon-North Fork John Day River
170702020711,Cabin Creek-North Fork John Day River
170702020801,Swale Creek
170702020802,Little Wall Creek
170702020803,Skookum Creek-Little Wall Creek
170702020804,Wilson Creek
170702020805,Upper Big Wall Creek
170702020806,Lower Big Wall Creek
170702020901,Upper Fox Creek
170702020902,Wiley Creek
170702020903,McHaley Creek
170702020904,Lower Fox Creek
170702020905,Upper Cottonwood Creek
170702020906,Middle Cottonwood Creek
170702020907,Lower Cottonwood Creek
170702021001,Upper Deer Creek
170702021002,Lower Deer Creek
170702021003,Cupper Canyon-North Fork John Day River
170702021004,Gilmore Creek
170702021005,Rudio Creek
170702021006,Birch Creek-North Fork John Day River
170702030101,Squaw Creek
170702030102,Summit Creek
170701011203,Lower Wood Gulch
170701011301,Quartz Creek
170701011302,Upper Rock Creek
170701011303,Middle Rock Creek
170701011304,Luna Gulch
170701011305,Upper Squaw Creek
170701011306,Lower Squaw Creek
170701011307,Lower Rock Creek
170701011404,Chapman Creek
170701020204,Lower Mill Creek
170701020301,Upper North Fork Touchet River
170701020302,Middle North Fork Touchet River
170701020303,Wolf Fork
170701020304,South Fork Touchet River
170701020305,West Patit Creek
170701020306,North Patit Creek
170701020307,Patit Creek
170701020308,Lower North Fork Touchet River
170701020401,Payne Hollow-Touchet River
170701020402,Whiskey Creek
170701020403,Wilson Creek-Touchet River
170701020404,Coppei Creek
170701020405,Town of Prescott-Touchet River
170701020501,Upper Whetstone Hollow
170701020502,McKay Creek
170701020503,Colville Springs
171002030101,Upper Little Nestucca River
171002030201,Headwaters Nestucca River
171002030202,Elk Creek-Nestucca River
171002030203,Testament Creek-Nestucca River
171002030204,Niagara Creek-Nestucca River
171002030206,Powder Creek-Nestucca River
171002030208,Three Rivers
170702030103,Dry Fork Clear Creek
170702030104,Clear Creek
170702030105,Bridge Creek
170702030106,Mill Creek-Middle Fork John Day River
170702030201,Vinegar Creek-Middle Fork John Day River
170702030202,Little Boulder Creek-Middle Fork John Day River
170702030203,Granite Boulder Creek-Middle Fork John Day River
170702030204,Big Boulder Creek
170702030205,Upper Camp Creek
170702030206,Lick Creek
170702030207,Lower Camp Creek
170702030208,Balance Creek-Middle Fork John Day River
170702030301,Bear Creek-Middle Fork John Day River
170702030302,Big Creek
170702030303,Indian Creek-Middle Fork John Day River
170702030304,Slide Creek
170702030305,Granite Creek-Middle Fork John Day River
170702030401,Headwaters Long Creek
170702030402,Upper Long Creek
170702030403,Middle Long Creek
170702030404,Basin Creek
170702030405,Pine Creek
170702030406,Pass Creek
170702030407,Lower Long Creek
170702030501,Rush Creek-Middle Fork John Day River
170702030502,Eightmile Creek
170702030503,Sixmile Creek-Middle Fork John Day River
170702030504,Threemile Creek-Middle Fork John Day River
170702040101,Bologna Canyon
170702040102,Parrish Creek
170702040103,Upper Kahler Creek
170702040104,Lower Kahler Creek
170702040105,Haystack Creek-John Day River
170702040106,Horseshoe Creek
170702040107,Lake Creek
170702040108,Alder Creek
170702040109,Harper Creek-John Day River
170702040201,Service Creek-John Day River
170702040202,Shoofly Creek
170702040203,Heidtmann Canyon-John Day River
170702040204,Girds Creek
170702040205,Rowe Creek
170702040206,James Canyon-John Day River
170702040207,Shaw Canyon-John Day River
170702040301,Headwaters Bridge Creek
170702040302,West Branch Bridge Creek
170702040303,Upper Bridge Creek
170702040304,Upper Bear Creek
170702040305,Middle Bear Creek
170702040306,Lower Bear Creek
170702040307,Middle Bridge Creek
170702040308,Lower Bridge Creek
170702040401,John Day Gulch-John Day River
170702040402,Upper Cherry Creek
170702040403,Lower Cherry Creek
170702040404,Rhodes Canyon-John Day River
170702040405,Currant Creek
170702040406,Muddy Creek
170702040407,Upper Pine Creek
170702040408,Lower Pine Creek
170702040409,Dry Creek-John Day River
170702040501,Cottonwood Creek-Butte Creek
170702040502,North Fork Butte Creek
170702040503,Hoover Creek-Butte Creek
170702040504,West Fork Butte Creek-Butte Creek
170702040505,Deep Creek-Butte Creek
170702040601,Big Pine Hollow
170702040602,Long Hollow Creek
170702040603,Eakin Canyon
170702040604,Cramer Canyon-Pine Hollow
170702040701,Sorefoot Creek-John Day River
170702040702,Chimney Springs Canyon-John Day River
170702040703,Pete Enyart Canyon-John Day River
170702040801,Salmon Fork Thirtymile Creek-Thirtymile Creek
170701020504,Lower Whetstone Hollow
170701020601,Smith Springs Hollow
170701020602,Upper Winnett Canyon
170701020603,Town of Pickard-Eureka Flat
170701020604,Lower Winnett Canyon
170701020801,Headwaters Dry Creek
170701020802,Upper Spring Valley
170701020803,Town of Berryman
170701020804,Lower Spring Valley
170701020805,Upper Dry Creek
170701020806,Middle Dry Creek
170701020807,Town of Rulo
170701020808,Lower Dry Creek
170701021001,Piper Canyon-Touchet River
170701021002,Eureka Flat-Touchet River
170701021003,Ninemile Canyon-Touchet River
170701021004,Ash Hollow-Touchet River
170701021101,Woodward Canyon
170701021105,Walla Walla River
170701050801,Headwaters White Salmon River
170701050802,Morrison Creek-White Salmon River
170701050803,Gotchen Creek-White Salmon River
170701050804,Upper Trout Lake Creek
170701050805,Lower Trout Lake Creek
170701050806,Cave Creek
170701050807,Elmer Canyon-White Salmon River
170701050808,Gilmer Creek-White Salmon River
170701050809,Rattlesnake Creek
170701050810,Buck Creek
170701050811,Little Buck Creek-White Salmon River
170701050901,Dry Creek-Lost Creek
170701050902,Lava Creek
170701050903,Upper Little White Salmon River
170701050904,Middle Little White Salmon River
170701051001,Headwaters Wind River
170701051002,Falls Creek
170701051003,Dry Creek
170701051004,Trapper Creek-Wind River
170701051005,Trout Creek
170701051006,Panther Creek
170701051007,Bear Creek
170701051008,Little Wind River-Wind River
170701051101,Major Creek
170701060104,Swamp Creek-Klickitat River
170701060105,Little Muddy Creek
170701060106,West Fork Klickitat River
170701060107,Big Muddy Creek
170701060108,Cunningham Creek-Klickitat River
170701060201,Trout Creek
170701060202,Chapman Creek
171002030401,Middle Fork North Fork Trask River
171002030501,South Fork Wilson River
171002030502,Devils Lake Fork
171002040101,Young Creek-Yaquina River
171002040102,Bales Creek-Yaquina River
171002040103,Little Elk Creek
171002040201,Upper Big Elk Creek
171002040401,Upper North Fork Siletz River
171002040402,Lower North Fork Siletz River
171002040403,South Fork Siletz River
171002040602,Big Rock Creek-Rock Creek
170702040802,Lost Valley Creek-East Fork Thirtymile Creek
170702040803,East Fork Thirtymile Creek
170702040804,Badger Canyon-Thirtymile Creek
170702040805,Patill Canyon
170702040806,Condon Canyon-Thirtymile Creek
170702040807,Sniption Canyon-Thirtymile Creek
170702040808,Porcupine Canyon-Thirtymile Creek
170702040901,Buckskin Canyon-John Day River
170702040902,Jackknife Canyon
170702040903,Lamberson Canyon
170702040904,Indian Spring Canyon
170702040905,Ferry Canyon
170702040906,Little Ferry Canyon
170702040907,Cow Canyon-John Day River
170702041001,Dry Fork Hay Creek-Hay Creek
170702041002,Devils Canyon-John Day River
170702041003,Hay Creek
170702041004,Scott Canyon
170702041005,Esau Canyon-John Day River
170702041101,Chapin Creek-Rock Creek
170702041102,Middle Fork Rock Creek
170702041103,Wild Calf Canyon-Rock Creek
170702041104,Juniper Creek
170702041105,Buckhorn Creek
170702041106,Brown Creek
170702041107,Lone Rock Creek
170702041108,Rood Canyon-Rock Creek
170702041201,Sixmile Canyon-Rock Creek
170702041202,South Fork Rock Creek-Rock Creek
170702041203,Dry Creek
170702041204,Juniper Canyon-Rock Creek
170702041205,French Charlie Canyon-Rock Creek
170702041301,Rosebush Creek
170702041302,Barnum Canyon
170702041303,Hay Canyon
170702041304,Upper Grass Valley Canyon
170702041305,Lower Grass Valley Canyon
170702041401,Grass Valley Canyono-John Day River
170702041402,Emigrant Canyon-John Day River
170702041403,Biglow Canyon-John Day River
170703010101,Soda Creek
170703010102,Quinn Creek
170703010103,Elk Lake
170703010104,Snow Creek-Deschutes River
170703010105,Cultus Creek
170703010106,Deer Creek
170703010107,Cultus River
170703010108,Charlton Creek
170703010109,Crane Prairie Reservoir-Deschutes River
170703010201,Odell Lake
170701060203,Draper Springs
170701060204,Bird Creek
170701060205,Outlet Creek
170701060206,Tepee Creek
170701060207,Brush Creek
170701060208,White Creek
170701060209,Summit Creek
170701060210,Bacon Creek-Klickitat River
170701060301,West Prong Little Klickitat River
170701060302,Upper Little Klickitat River
170701060303,Spring Creek
170701060304,Middle Little Klickitat River
170701060305,Devils Canyon
170701060306,Bowman Creek
170701060307,Lower Little Klickitat River
170701060401,Dead Canyon-Klickitat River
170701060402,Beeks Canyon-Klickitat River
170701060403,Upper Swale Creek
170701060404,Middle Swale Creek
170701060405,Lower Swale Creek
170701060406,Snyder Creek
170701060407,Wheeler Canyon-Klickitat River
170701060408,Silvas Creek
170701060409,Klickitat River
170701051203,Eagle Creek
170701050504,Upper Middle Fork Hood River
170701050601,Upper West Fork Hood River
170701050602,Lake Branch
170703060903,Upper White River
170701050501,Upper East Fork Hood River
170800010102,Clear Creek-Sandy River
170800010201,Still Creek
170800010301,Linney Creek
170800010303,Middle Salmon River
170800010304,Lower Salmon River
170800010401,Wildcat Creek-Sandy River
170800010402,Cedar Creek-Sandy River
170800010501,Blazed Alder Creek
170800010503,Middle Bull Run River
170800010504,South Fork Bull Run River
170800010505,Little Sandy River
170800010506,Lower Bull Run River
170800010701,Gordon Creek
170800010702,Trout Creek-Sandy River
170800010802,Woodard Creek-Columbia River
170800010803,Bridal Veil Creek-Columbia River
171002040801,Slick Rock Creek
171002040802,Upper Salmon River
171002050101,Upper South Fork Alsea River
171002050102,Crooked Creek
171002050103,Upper North Fork Alsea River
171002060101,Upper Wolf Creek
171002060201,Upper Wildcat Creek
171002060301,South Fork Siuslaw River
171002060302,North Fork Siuslaw River
170703010202,Upper Odell Creek
170703010203,Moore Creek
170703010204,Lower Odell Creek
170703010205,Browns Creek
170703010206,Davis Creek
170703010207,Wickiup Reservoir-Deschutes River
170703010301,Pringle Falls-Deschutes River
170703010302,Fall River
170703010303,Siah Butte
170703010304,Dutchman Creek
170703010305,Spring River
170703010306,The Dead Slough-Deschutes River
170703010401,Town of Sunriver
170703010402,Town of Sunriver-Deschutes River
170703010403,Benham Falls-Deschutes River
170703010404,Lockit Butte
170703010405,Lava Island Falls-Deschutes River
170703010406,Overturf Butte-Deschutes River
170703010501,Upper Tumalo Creek
170703010502,Lower Tumalo Creek
170703010601,Three Creek
170703010602,Snow Creek Ditch
170703010603,Bull Creek
170703010604,Deep Canyon Dam-Deep Canyon
170703010701,Headwaters Whychus Creek
170703010702,Upper Whychus Creek
170703010703,Upper Trout Creek
170703010704,Fourmile Butte
170703010705,Upper Indian Ford Creek
170703010706,Lower Trout Creek
170703010707,Lower Indian Ford Creek
170703010708,Middle Whychus Creek
170703010709,Lower Whychus Creek
170703010801,Deschutes Junction
170703010802,Laidlaw Butte-Deschutes River
170800010804,Latourell Creek-Columbia River
170800010601,Headwaters Washougal River
170800010602,Upper Washougal River
170800010603,West Fork Washougal River
170800010604,Middle Washougal River
170800010605,Lacamas Creek
170800010606,Lower Washougal River
170800040303,Muddy Fork
170800040305,Adams Creek
171002060303,Letz Creek-Siuslaw River
171002060304,Siuslaw Falls-Siuslaw River
171002060602,Triangle Lake-Lake Creek
171003010201,Tolo Creek-North Umpqua River
171003010202,Bradley Creek
171003010205,Lemolo Lake-North Umpqua River
171003010501,Warm Springs Creek-North Umpqua River
171003010503,Potter Creek-North Umpqua River
171003010504,Deer Creek
171200090502,Twelvemile Creek
171200090503,Duck Creek-Frontal Coyote Lake
171200090504,Ancient Lake Well-Frontal Coyote Lake
171200090702,Mickey Basin
171200090705,Squaw Creek
171200090801,Heath Lake
170703010803,Cline Falls-Deschutes River
170703010804,Buckhorn Canyon
170703010805,Odin Falls-Deschutes River
170703010806,McKenzie Canyon
170703010807,Steelhead Falls-Deschutes River
170703010901,Dry Creek
170703010902,Cache Creek
170703010903,Link Creek
170703010904,Lake Creek
170703010905,First Creek
170703010906,Jack Creek
170703010907,Canyon Creek
170703010908,Abbot Creek
170703010909,Candle Creek
170703010910,Jefferson Creek
170703010911,Headwaters Metolius River
170703011001,Whitewater River
170703011002,Upper Metolius River
170703011003,Middle Metolius River
170703011004,Upper Fly Creek
170800010101,Headwaters Sandy River
170800010202,Zigzag Canyon
170800010502,Upper Bull Run River
170800010302,Upper Salmon River
170800010801,Tanner Creek-Columbia River
170800030101,Burnt Bridge Creek
170800030103,Lower Salmon Creek
170800020504,Coyote Creek
170800020503,Copper Creek
170800030102,Upper Salmon Creek
170800030200,Hayden Island-Columbia River
170800030105,Gee Creek
170800020501,Headwaters East Fork Lewis River
170800020502,Slide Creek-East Fork Lewis River
170800020505,Basket Creek-East Fork Lewis River
170800020506,Rock Creek-East Fork Lewis River
170800020507,Lockwood Creek-East Fork Lewis River
170800020602,Fly Creek
170800020605,Cedar Creek
170800030501,Headwaters Clatskanie River
170800030401,Deer Island Slough-Frontal Columbia River
170800020402,Upper Siouxon Creek
170800020606,Lewis River
170800030402,Tide Creek
170800020404,Lower Siouxon Creek
170800030403,Goble Creek-Frontal Columbia River
170800030306,Burris Creek-Frontal Columbia River
170800020403,North Siouxon Creek
170800030502,Carcus Creek
170800020303,Drift Creek
170800020604,Marble Creek-Lewis River
170800020110,Curly Creek
170800030503,Upper Clatskanie River
170800020405,Yale Lake
170800020302,Upper Swift Reservoir
170800030305,Little Kalama River-Kalama River
170800020109,Rush Creek
170800020305,Lower Swift Reservoir
170800020111,Little Creek-Lewis River
170800020107,Big Creek
170800030304,Gobar Creek-Kalama River
170800030303,Elk Creek-Kalama River
170800030302,North Fork Kalama River-Kalama River
170800020401,Cougar Creek-Lewis River
170800020304,Swift Creek
170800020301,Pine Creek
170800030301,Headwaters Kalama River
171003010601,Upper Canton Creek
171003010602,Pass Creek
171003010701,Headwaters Steamboat Creek
171003010703,Big Bend Creek
171003010801,Boulder Creek
171003010901,Upper Rock Creek
171200090802,Sunrise Valley
171200090804,Quail Creek-Folly Farm Flat
170703011005,Lower Fly Creek
170703011006,Juniper Creek
170703011007,Lower Metolius River
170703011101,Stevens Canyon
170703011102,Trahan Canyon
170703011103,Potter Canyon
170703011104,Haystack Draw-Deschutes River
170703020101,Clover Butte-Little Deschutes River
170703020102,Hemlock Creek
170703020103,Little Odell Creek
170703020104,Bunny Butte
170703020105,Gilchrist Junction-Little Deschutes River
170703020106,Town of Gilchrist-Little Deschutes River
170703020201,Upper Big Marsh Creek
170703020202,Lower Big Marsh Creek
170703020203,Summit Lake
170703020204,Crescent Lake
170703020205,Upper Crescent Creek
170703020206,Middle Crescent Creek
170703020207,Lower Crescent Creek
170703020301,Hamner Butte
170703020302,Cryder Butte-Little Deschutes River
170703020303,Dorrance Meadow-Little Deschutes River
170703020401,Upper Sellers Creek
170703020402,Sellers Marsh
170703020403,170703020403
170703020404,Lower Sellers Creek
170703020501,Corral Spring
170800020205,Lower Muddy River
170800020108,Cussed Hollow-Lewis River
170800020102,Swampy Creek
170800020104,Poison Creek-Lewis River
170800020204,Lower Clear Creek
170800020106,Tillicum Creek-Lewis River
170800020103,Twin Falls Creek-Lewis River
170800030900,Cathlamet Channel-Columbia River
170800020101,Boulder Creek-Lewis River
170800020105,Quartz Creek
170800020601,Upper Canyon Creek
170800020603,Lower Canyon Creek
170800030104,Lake River-Frontal Columbia River
170800010703,Beaver Creek-Sandy River
170900010101,Paddys Valley-Middle Fork Willamette River
170900010102,Tumblebug Creek
171003030101,Headwaters Calapooya Creek
171003030102,Hinkle Creek-Calapooya Creek
171003030301,Headwaters Elk Creek
171003030302,Upper Elk Creek
171003030304,Upper Pass Creek
171200010201,Cow Creek
171200010202,Rock Creek
171200010203,Curtis Creek
171200010204,Crowcamp Creek
171200010302,Virginia Valley
171200010601,Paul Creek
171200010604,Upper Riddle Creek
171200010605,Middle Riddle Creek
170703020502,170703020502
170703020503,Marmot Butte
170703020504,Fivemile Well
170703020505,Crescent Butte
170703020506,Walker Rim
170703020601,Stams Mountain
170703020602,Green Butte
170703020603,Moffitt Butte
170703020604,Ipsoot Butte
170703020605,Town of Beal-Long Prairie Slough
170703020606,170703020606-Long Prairie
170703020607,Surveyors Lava Flow
170703020608,Paulina Peak
170703020609,Town of La Pine-Long Prairie
170703020701,170703020701
170703020702,Upper Paulina Creek
170703020703,Lower Paulina Creek
170703020704,Town of La Pine-Little Deschutes River
170703020705,Kawak Butte-Little Deschutes River
170703020706,Sugar Pine Butte-Little Deschutes River
170703030101,Chewaucan Slough
170703030102,Last Chance Ridge
170900010103,Pioneer Gulch-Middle Fork Willamette River
170900010104,Swift Creek
170900010105,Staley Creek
170900010106,Echo Creek-Middle Fork Willamette River
170900010201,Upper Hills Creek
170900010202,Lower Hills Creek
170900010301,Upper Salt Creek
170900010302,Middle Salt Creek
170900010303,Lower Salt Creek
170900010401,Black Creek
170900010402,Upper Salmon Creek
170900010403,Lower Salmon Creek
170900010501,Coal Creek
170900010502,Buck Creek-Middle Fork Willamette River
170900010503,Packard Creek-Middle Fork Willamette River
170900010504,Larison Creek-Middle Fork Willamette River
170900010505,Gray Creek-Middle Fork Willamette River
170900010601,Waldo Lake-North Fork Middle Fork Willamette River
170900010602,Skookum Creek-North Fork Middle Fork Willamette River
170900010603,Fisher Creek-North Fork Middle Fork Willamette River
170900010604,Devils Canyon-North Fork Middle Fork Willamette River
170900010605,Upper Christy Creek
170900010606,Lower Christy Creek
170900010607,Eighth Creek-North Fork Middle Fork Willamette River
170900010608,Dartmouth Creek-North Fork Middle Fork Willamette River
170900010701,Deception Creek-Middle Fork Willamette River
170900010702,Lost Creek
170900010703,Dexter Reservoir-Middle Fork Willamette River
170900010801,Upper Little Fall Creek
170900010802,Lower Little Fall Creek
170900010901,Delp Creek-Fall Creek
170900010902,Portland Creek
170900010903,Hehe Creek-Fall Creek
170900010904,Andy Creek-Fall Creek
170900010905,Winberry Creek
170900010906,Fall Creek Lake-Fall Creek
170900011001,Hills Creek
170900011002,Rattlesnake Creek-Middle Fork Willamette River
170900011003,Mill Race-Middle Fork Willamette River
170900020101,Upper Mosby Creek
170900020102,Middle Mosby Creek
170900020103,Lower Mosby Creek
170900020201,Layng Creek
170900020202,Brice Creek
170900020203,Sharps Creek
170900020204,King Creek-Row River
170900020205,Dorena Lake-Row River
170900020301,Upper Big River
170900020302,Lower Big River
170900020303,Combs Creek-Coast Fork Willamette River
170900020304,Cottage Grove Lake-Coast Fork Willamette River
171200010701,Crane Butte
171200010702,Windy Point
171200010703,Long Hollow
171200020101,Hay Creek-Silvies River
171200020102,Starr Creek-Silvies River
171200020103,Upper Scotty Creek
171200020105,Van Aspen Creek-Silvies River
171200020201,Upper Bear Creek
171200020202,Middle Bear Creek
171200020203,Antelope Creek
171200020204,Lower Bear Creek
171200020302,Camp Creek
171200020304,Flat Creek-Silvies River
171200020305,Mountain Creek
171200020307,North Fork Trout Creek
171200020403,Myrtle Creek
171200020501,Crowsfoot Creek-Emigrant Creek
171200020502,Whiskey Creek-Emigrant Creek
171200020506,Sawtooth Creek
171200020507,Hay Creek
171200020509,Yellowjacket Creek-Emigrant Creek
170703030103,Firestone Basin
170703030104,Fredrick Butte
170703030105,Imperial Valley
170703030106,Lizard Creek
170703030201,Mahogony Draw
170703030202,Cougar Butte
170703030203,Perry Flat
170703030204,Town of Hampton
170703030205,Musser Reservoir
170703030206,Rattlesnake Ridge
170703030207,Misery Flat-South Fork Crooked River
170703030301,Upper Swamp Creek
170703030302,Hat Butte
170703030303,Lower Swamp Creek
170703030304,Mackey Butte-Buck Creek
170703030401,Black Snag Creek
170703030402,Norcross Creek
170703030403,Long Hollow Creek
170703030404,Upper Twelvemile Creek
170703030405,Lower Twelvemile Creek
170703030501,Freeman Creek-South Fork Beaver Creek
170703030502,Swamp Creek-South Fork Beaver Creek
170703030503,Camp Creek
170703030504,Rock Creek-South Fork Beaver Creek
170703030601,Upper Grindstone Creek
170703030602,Trout Creek
170703030603,Lower Grindstone Creek
170703030701,Beaverdam Creek-North Fork Beaver Creek
170703030702,Powell Creek-North Fork Beaver Creek
170703030703,Sugar Creek
170703030704,North Fork Beaver Creek-Beaver Creek
170703030801,Upper Paulina Creek
170703030802,Dry Paulina Creek
170703030803,Lower Paulina Creek
170703030901,North Wolf Creek
170703030902,Wolf Creek
170703030903,Alkali Creek
170703030904,Odell Hollow-Beaver Creek
170703031001,Long Hollow
170703031002,Fife Butte
170703031003,Logan Reservoir-South Fork Crooked River
170703031004,Ibex Butte
170703031005,Sears Canyon-South Fork Crooked River
170703031006,Sherman Rim-South Fork Crooked River
170900020305,Martin Creek-Coast Fork Willamette River
170900020306,Silk Creek-Coast Fork Willamette River
170900020401,Hill Creek-Coast Fork Willamette River
170900020402,Upper Camas Swale Creek
170900020403,Lower Camas Swale Creek
170900020404,Bear Creek-Coast Fork Willamette River
170900020405,Papenfus Creek-Coast Fork Willamette River
170900030101,Upper Coyote Creek
170900030102,Spencer Creek
170900030103,Lower Coyote Creek
170900030104,Headwaters Long Tom River
170900030105,Elk Creek
170900030106,Amazon Diversion Canal-Amazon Creek
170900030107,Fern Ridge Lake-Long Tom River
170900030108,Amazon Creek
170900030109,Bear Creek-Long Tom River
170900030110,Ferguson Creek-Long Tom River
170900030201,Headwaters Marys River
170900030202,Tumtum River
170900030203,Upper Marys River
170900030204,Greasy Creek
170900030205,Middle Marys River
170900030206,Upper Muddy Creek
170900030207,Oliver Creek
170900030208,Middle Muddy Creek
170900030209,Beaver Creek
170900030210,Lower Muddy Creek
170900030211,Lower Marys River
170900030301,Hands Creek-Calapooia River
170900030302,Bigs Creek-Calapooia River
170900030303,Pugh Creek-Calapooia River
170900030304,Brush Creek-Calapooia River
170900030305,Sodom Ditch-Calapooia River
170900030306,Butte Creek
170900030307,Courtney Creek-Calapooia River
170900030308,Shedd Slough-Calapooia River
170900030401,Upper Oak Creek
170900030402,Lower Oak Creek
170900030403,Calapooia River
170900030501,Headwaters Luckiamute River
170900030502,Vincent Creek-Luckiamute River
170900030503,Maxfield Creek-Luckiamute River
170900030504,Pedee Creek-Luckiamute River
170900030505,Jont Creek-Luckiamute River
170900030506,Upper Little Luckiamute River
170900030507,Middle Little Luckiamute River
170900030508,Lower Little Luckiamute River
170900030509,Upper Soap Creek
170900030510,Berry Creek
171200040201,Still Spring Creek-Silver Creek
171200040202,Delintment Creek-Silver Creek
171200040204,Sawmill Creek
171200040205,Nicoll Creek
171200040303,South Fork Chickahominy Creek
170703031007,Sand Hollow Creek
170703031008,Bedell Canyon-South Fork Crooked River
170703031009,Homested Butte-South Fork Crooked River
170703040101,Indian Creek
170703040102,West Fork Camp Creek
170703040103,Middle Fork Camp Creek
170703040104,Clover Creek
170703040105,Cottonwood Creek-Camp Creek
170703040201,Kelly Creek-Crooked River
170703040202,Watson Creek
170703040203,Maury Creek-Crooked River
170703040301,Gray Creek
170703040302,Headwaters Elliott Creek
170703040303,Howard Creek
170703040304,Headwaters North Fork Crooked River
170703040305,Johnson Creek-Elliott Creek
170703040306,Allen Creek
170703040307,Porter Creek
170703040308,Peterson Creek-North Fork Crooked River
170703040401,Jackson Creek
170703040402,Little Summitt Creek
170703040403,Crazy Creek-Deep Creek
170703040501,Fox Canyon Creek-North Fork Crooked River
170703040502,Rough Canyon Creek-North Fork Crooked River
170703040601,Lost Creek
170703040602,Drake Creek
170703040603,Pine Creek-Crooked River
170703040604,Newsome Creek
170703040605,Upper Horse Heaven Creek
170703040606,Lower Horse Heaven Creek
170703040607,Wickiup Creek
170703040608,Conant Creek-Crooked River
170703040701,Headwaters Bear Creek
170703040702,Upper Bear Creek
170703040703,Middle Bear Creek
170703040704,Sage Hollow
170703040705,Little Bear Creek
170703040706,Lower Bear Creek
170703040801,Upper Prineville Reservoir
170703040802,Lower Prineville Reservoir
170703050101,Dry Creek
170703050102,Stearns Dam-Crooked River
170703050201,Headwaters Ochoco Creek
170703050202,Wolf Creek
170703050203,Upper Marks Creek
170703050204,Lower Marks Creek
170703050205,Duncan Creek-Ochoco Creek
170703050301,East Fork Mill Creek
170703050302,Mill Creek
