FID_Tribal,HUC12
27,170200070203
19,171100050405
27,171100050405
19,171100050402
27,171100050402
19,171100050404
27,171100050404
19,170200070101
28,170200070101
19,170200070102
28,170200070102
19,170200080103
28,170200080103
19,170200080201
28,170200080201
19,170200080202
28,170200080202
19,170200080204
28,170200080204
19,170200080205
28,170200080205
19,171100050501
28,171100050501
19,170200080201
29,170200080201
19,170200080204
29,170200080204
19,170200080205
29,170200080205
19,170200090102
29,170200090102
19,170200090103
29,170200090103
19,170200090104
29,170200090104
19,170200090105
29,170200090105
19,170200090106
29,170200090106
19,170200090107
29,170200090107
19,170200090108
29,170200090108
19,170200090109
29,170200090109
19,170200090110
29,170200090110
19,171100050501
29,171100050501
19,171100050502
29,171100050502
19,171100050503
29,171100050503
19,171100050701
29,171100050701
19,171100050702
29,171100050702
19,171100050802
29,171100050802
19,171100060203
29,171100060203
22,170300030302
25,170300030302
22,170300030303
25,170300030303
22,170300030304
25,170300030304
22,170300030305
25,170300030305
22,170300030401
25,170300030401
22,170300030402
25,170300030402
22,170300030403
25,170300030403
22,170300030501
25,170300030501
22,170300030502
25,170300030502
22,170300030503
25,170300030503
22,170300030504
25,170300030504
22,170300030505
25,170300030505
22,170300030506
25,170300030506
22,170300030601
25,170300030601
22,170300030602
25,170300030602
22,170300030603
25,170300030603
22,170300030604
25,170300030604
22,170300030605
25,170300030605
22,170300030606
25,170300030606
22,170300030607
25,170300030607
22,170300030701
25,170300030701
22,170300030702
25,170300030702
22,170300030703
25,170300030703
22,170300030704
25,170300030704
22,170300030705
25,170300030705
22,170300030706
25,170300030706
22,170300030801
25,170300030801
22,170300030802
25,170300030802
22,170300030803
25,170300030803
22,170300030804
25,170300030804
22,170300030805
25,170300030805
22,170300030806
25,170300030806
22,170300030807
25,170300030807
22,170300030906
25,170300030906
22,170300031001
25,170300031001
22,170300031002
25,170300031002
22,170300031003
25,170300031003
22,170300031004
25,170300031004
22,170701010501
25,170701010501
22,170701011001
25,170701011001
22,170701011101
25,170701011101
22,170701011301
25,170701011301
22,170701011302
25,170701011302
22,170701060104
25,170701060104
22,170701060108
25,170701060108
22,170701060206
25,170701060206
22,170701060207
25,170701060207
22,170701060208
25,170701060208
22,170701060301
25,170701060301
22,170701060305
25,170701060305
22,170300030102
25,170300030102
22,170300030103
25,170300030103
22,170300030104
25,170300030104
22,170300030105
25,170300030105
22,170300030203
25,170300030203
22,170300030204
25,170300030204
22,170300030205
25,170300030205
22,170300030301
25,170300030301
22,170200080504
29,170200080504
22,170200080505
29,170200080505
22,170200080506
29,170200080506
22,170200080701
29,170200080701
22,170200080703
29,170200080703
22,170200080704
29,170200080704
22,170200080706
29,170200080706
22,170200080707
29,170200080707
22,170200080708
29,170200080708
22,170200090108
29,170200090108
22,170200090109
29,170200090109
22,170200090111
29,170200090111
22,170200090112
29,170200090112
22,170200090113
29,170200090113
22,170200090114
29,170200090114
22,170200090201
29,170200090201
22,170200090202
29,170200090202
22,170200090205
29,170200090205
22,170200090206
29,170200090206
22,170200090207
29,170200090207
22,170200090208
29,170200090208
22,170200090209
29,170200090209
22,170200090210
29,170200090210
22,170200090302
29,170200090302
22,170200090303
29,170200090303
22,170200090304
29,170200090304
22,170200090305
29,170200090305
22,170200050506
29,170200050506
22,170200050507
29,170200050507
23,170200062106
30,170200062106
23,170200020901
30,170200020901
23,170200020903
30,170200020903
23,170200020904
30,170200020904
23,170200021010
30,170200021010
23,170200021103
30,170200021103
23,170200021108
30,170200021108
23,170200021702
30,170200021702
23,170200021707
30,170200021707
23,170200021708
30,170200021708
23,170200021901
30,170200021901
23,170200021904
30,170200021904
23,170200061504
30,170200061504
23,170200061506
30,170200061506
23,170200011301
30,170200011301
23,170200011302
30,170200011302
23,170200011303
30,170200011303
23,170200011304
30,170200011304
23,170200011305
30,170200011305
23,170200011306
30,170200011306
23,170200011307
30,170200011307
23,170200011401
30,170200011401
23,170200011403
30,170200011403
23,170200020902
30,170200020902
23,170200021201
30,170200021201
23,170200021202
30,170200021202
23,170200021203
30,170200021203
23,170200021204
30,170200021204
23,170200021301
30,170200021301
23,170200021302
30,170200021302
23,170200021303
30,170200021303
23,170200021304
30,170200021304
23,170200021305
30,170200021305
23,170200021701
30,170200021701
23,170200021703
30,170200021703
23,170200021704
30,170200021704
23,170200021705
30,170200021705
23,170200021706
30,170200021706
23,170200021903
30,170200021903
23,170200021905
30,170200021905
23,170200021906
30,170200021906
23,170200021907
30,170200021907
23,170200022002
30,170200022002
23,170200022003
30,170200022003
23,170200022004
30,170200022004
23,170200040101
30,170200040101
23,170200040102
30,170200040102
23,170200040103
30,170200040103
23,170200040104
30,170200040104
23,170200040105
30,170200040105
23,170200040106
30,170200040106
23,170200040107
30,170200040107
23,170200040108
30,170200040108
23,170200040201
30,170200040201
23,170200040202
30,170200040202
23,170200040203
30,170200040203
23,170200040204
30,170200040204
23,170200040205
30,170200040205
23,170200040207
30,170200040207
23,170200061505
30,170200061505
23,170200061603
30,170200061603
23,170200061604
30,170200061604
23,170200061605
30,170200061605
23,170200061606
30,170200061606
23,170200061701
30,170200061701
23,170200061702
30,170200061702
23,170200061703
30,170200061703
23,170200061801
30,170200061801
23,170200061802
30,170200061802
23,170200061804
30,170200061804
23,170200061805
30,170200061805
23,170200061806
30,170200061806
23,170200061807
30,170200061807
23,170200061808
30,170200061808
23,170200062101
30,170200062101
23,170200062102
30,170200062102
23,170200062104
30,170200062104
23,170102161003
30,170102161003
23,170102161004
30,170102161004
23,170200011105
30,170200011105
23,170200011106
30,170200011106
23,170200011107
30,170200011107
23,170200011201
30,170200011201
23,170200011202
30,170200011202
23,170200021902
30,170200021902
23,170200011204
30,170200011204
23,170200011205
30,170200011205
23,170200011206
30,170200011206
23,170200011207
30,170200011207
23,170200011209
30,170200011209
23,170200022001
30,170200022001
23,170200062106
31,170200062106
23,170200062203
31,170200062203
23,170200062204
31,170200062204
23,170200062205
31,170200062205
23,170200062206
31,170200062206
23,170200062207
31,170200062207
23,170200062208
31,170200062208
23,170200062209
31,170200062209
23,170200011306
31,170200011306
23,170200011307
31,170200011307
23,170200011309
31,170200011309
23,170200011401
31,170200011401
23,170200011402
31,170200011402
23,170200011403
31,170200011403
23,170200011404
31,170200011404
23,170200011405
31,170200011405
23,170200011502
31,170200011502
23,170200011503
31,170200011503
23,170200011505
31,170200011505
23,170200011506
31,170200011506
23,170200011507
31,170200011507
23,170200011601
31,170200011601
23,170200011602
31,170200011602
23,170200011603
31,170200011603
23,170200011604
31,170200011604
23,170200011703
31,170200011703
23,170200011704
31,170200011704
23,170200011705
31,170200011705
23,170200011901
31,170200011901
23,170200011903
31,170200011903
23,170200011904
31,170200011904
23,170200011905
31,170200011905
23,170200011907
31,170200011907
23,170200040106
31,170200040106
23,170200040108
31,170200040108
23,170200040203
31,170200040203
23,170200040204
31,170200040204
23,170200040205
31,170200040205
23,170200040206
31,170200040206
23,170200040207
31,170200040207
23,170200040301
31,170200040301
23,170200040302
31,170200040302
23,170200040303
31,170200040303
23,170200040304
31,170200040304
23,170200040305
31,170200040305
23,170200040401
31,170200040401
23,170200040402
31,170200040402
23,170200040403
31,170200040403
23,170200040404
31,170200040404
23,170200040405
31,170200040405
23,170200050101
31,170200050101
23,170200050102
31,170200050102
23,170200050103
31,170200050103
23,170200050104
31,170200050104
23,170200050105
31,170200050105
23,170200050106
31,170200050106
23,170200050107
31,170200050107
23,170200050108
31,170200050108
23,170200050201
31,170200050201
23,170200050202
31,170200050202
23,170200050203
31,170200050203
23,170200050204
31,170200050204
23,170200050205
31,170200050205
23,170200050208
31,170200050208
23,170200050209
31,170200050209
23,170200050210
31,170200050210
23,170200050401
31,170200050401
23,170200050402
31,170200050402
23,170200050403
31,170200050403
23,170200050404
31,170200050404
23,170200050405
31,170200050405
23,170200061806
31,170200061806
23,170200061901
31,170200061901
23,170200061902
31,170200061902
23,170200061903
31,170200061903
23,170200061904
31,170200061904
23,170200061905
31,170200061905
23,170200062004
31,170200062004
23,170200062104
31,170200062104
23,170200062105
31,170200062105
24,170200011604
51,170200011604
24,170200011702
51,170200011702
24,170200011704
51,170200011704
24,170200011705
51,170200011705
24,170103070201
51,170103070201
24,170103070301
51,170103070301
24,170103070303
51,170103070303
24,170103070307
51,170103070307
24,170103070401
51,170103070401
24,170103070402
51,170103070402
24,170103070403
51,170103070403
24,170103070404
51,170103070404
24,170103070202
51,170103070202
24,170103070203
51,170103070203
24,170103070204
51,170103070204
24,170103070302
51,170103070302
13,100301011801
13,100301011802
13,100301011804
13,100301011805
13,100200040501
13,100200040502
13,100200040504
13,100200040505
13,100200040506
13,100200040507
13,100200040508
13,100200040602
13,100200040603
13,100200040605
13,100200040701
13,100200040703
13,100200040801
13,100200040802
13,100200040804
13,100200060101
13,100200060102
13,100200060103
13,100200060104
13,100200060203
13,100200060301
13,100301011401
13,100301011402
13,100301011403
13,100301020401
13,170102050506
13,170102050601
13,170102050602
13,170102050701
13,170102050702
13,170102050703
13,170102050704
13,170102050705
13,170102050801
13,170102050802
13,170102050803
13,170102030103
13,170102030104
13,170102030201
13,170102030202
13,170102030203
13,170102030204
13,170102030205
13,170102030206
13,170102030308
13,170102030302
13,170102050804
13,170102050805
13,170102050806
13,170102050807
13,170102050901
13,170102050902
13,170102050903
13,170102050904
13,170102051001
13,170102051002
13,170102030303
13,170102030304
13,170102030305
13,170102030306
13,170102030307
13,170102030301
13,170102030309
13,170102030310
13,170102030401
13,170102030402
13,170102030403
13,170102051003
13,170102051004
13,170102051005
13,170102051006
13,170102051007
13,170102051101
13,170102051102
13,170102051103
13,170102051104
13,170102051105
13,170102110101
13,170102110103
13,170102110106
13,170102010101
13,170102030404
13,170102030405
13,170102030406
13,170102030407
13,170102030408
13,170102030409
13,170102030410
13,170102030411
13,170102030412
13,170102030413
13,170102030414
13,170102030415
13,170102030501
13,170102051201
13,170102051202
13,170102051203
13,170102051301
13,170102051302
13,170102051303
13,170102051304
13,170102051305
13,170102051401
13,170102110205
13,170102010102
13,170102010103
13,170102010205
13,170102010206
13,170102010207
13,170102010208
13,170102010209
13,170102010301
13,170102010302
13,170102010303
13,170102010304
13,170102030502
13,170102030503
13,170102030601
13,170102030602
13,170102030603
13,170102030604
13,170102030701
13,170102030702
13,170102030703
13,170102030704
13,170102030705
13,170102030706
13,170102030801
13,170102030802
13,170102030803
13,170102030804
13,170102030901
13,170102051402
13,170102051403
13,170102051404
13,170102051405
13,170102051406
13,170102051407
13,170102051408
13,170102051409
13,170102051501
13,170102051502
13,170102051503
13,170102051504
13,170102010305
13,170102010401
13,170102010402
13,170102010403
13,170102010404
13,170102010405
13,170102010406
13,170102010407
13,170102010501
13,170102010502
13,170102010503
13,170102030902
13,170102030903
13,170102030904
13,170102030905
13,170102030906
13,170102030907
13,170102030908
13,170102030909
13,170102030910
13,170102031101
13,170102031102
13,170102031103
13,170102031104
13,170102031106
13,170102051505
13,170102051506
13,170102051507
13,170102051508
13,170102051601
13,170102051602
13,170102051603
13,170602030506
13,170602030601
13,170602030602
13,170602030603
13,170602030604
13,170602030605
13,170603020101
13,170603030101
13,170603030102
13,170603030103
13,170603030104
13,170603030105
13,170603030106
13,170603030203
13,170603030207
13,170603030208
13,170603030301
13,170603030302
13,170603030303
13,170603030304
13,170603030403
13,170102010504
13,170102010505
13,170102010506
13,170102010507
13,170102010601
13,170102010602
13,170102010603
13,170102010604
13,170102010605
13,170102010606
13,170102031105
13,170102031107
13,170102031108
