FID_Tribal,HUC12
13,170102031201
13,170102031202
13,170102031203
13,170102031204
13,170102031205
13,170102031206
13,170102031207
13,170102031001
13,170102120701
13,170102120703
13,170102120704
13,170102120708
13,170102120801
13,170102120803
13,170603010102
13,170603010103
13,170603010301
13,170603010302
13,170603010303
13,170603010401
13,170603010402
13,170603010404
13,170603030501
13,170603030503
13,170102010607
13,170102010608
13,170102010609
13,170102010610
13,170102010611
13,170102010701
13,170102010702
13,170102010703
13,170102010704
13,170102010705
13,170102031002
13,170102031003
13,170102031004
13,170102031301
13,170102031302
13,170102031303
13,170102031304
13,170102120807
13,170102120808
13,170102120810
13,170603070102
13,170603070103
13,170603070104
13,170603070105
13,170603070201
13,170603070205
13,170603070301
13,170603070302
13,170603070401
13,170603070402
13,170102010706
13,170102010707
13,170102010708
13,170102010801
13,170102010802
13,170102010803
13,170102010804
13,170102010805
13,170102010806
13,170102010807
13,170102010808
13,170102010809
13,170102010810
13,170102020101
13,170102020102
13,170102031305
13,170102031306
13,170102031307
13,170102031308
13,170102040101
13,170102040102
13,170102040103
13,170102040104
13,170102040201
13,170102040202
13,170102040203
13,170102040204
13,170102040205
13,170102040206
13,170102020103
13,170102020104
13,170102020105
13,170102020201
13,170102020202
13,170102020203
13,170102020204
13,170102020301
13,170102020302
13,170102020303
13,170102040207
13,170102040208
13,170102040209
13,170102040210
13,170102040301
13,170102040302
13,170102040303
13,170102040304
13,170102040305
13,170102040401
13,170102130503
13,170102020401
13,170102020402
13,170102020403
13,170102020404
13,170102020405
13,170102020501
13,170102020502
13,170102020503
13,170102020504
13,170102020505
13,170102020506
13,170102040402
13,170102040403
13,170102040404
13,170102040405
13,170102040501
13,170102040502
13,170102040503
13,170102040504
13,170102040505
13,170102040506
13,170102040507
13,170102040508
13,170102040601
13,170102020601
13,170102020602
13,170102020603
13,170102020604
13,170102020605
13,170102020606
13,170102020607
13,170102020608
13,170102020609
13,170102020610
13,170102020611
13,170102040602
13,170102040603
13,170102040604
13,170102040605
13,170102040606
13,170102040607
13,170102040608
13,170102040609
13,170102040610
13,170102040611
13,170102040612
13,170102040801
13,170102090101
13,170103040101
13,170103040102
13,170103040103
13,170103040104
13,170102020612
13,170102020613
13,170102020701
13,170102020702
13,170102020703
13,170102020801
13,170102020802
13,170102020803
13,170102020804
13,170102040802
13,170102040803
13,170102040804
13,170102040805
13,170102040806
13,170102040807
13,170102040706
13,170102090102
13,170102090103
13,170102090104
13,170102090105
13,170102090106
13,170102090107
13,170102090201
13,170102090202
13,170102090203
13,170102090204
13,170102090205
13,170102090206
13,170103040301
13,170103040303
13,170103040305
13,170102020805
13,170102020901
13,170102020902
13,170102020903
13,170102021001
13,170102021002
13,170102021003
13,170102021004
13,170102021101
13,170102021102
13,170102021103
13,170102040709
13,170102040710
13,170102040711
13,170102040712
13,170102050101
13,170102050103
13,170102050104
13,170102050105
13,170102090210
13,170102090301
13,170102090302
13,170102021104
13,170102021201
13,170102021202
13,170102021203
13,170102021204
13,170102021205
13,170102021206
13,170102021207
13,170102021208
13,170102021209
13,170102021210
13,170102050106
13,170102050107
13,170102050108
13,170102050201
13,170102050202
13,170102050203
13,170102050204
13,170102050301
13,170102050302
13,170102050303
13,170102050304
13,170102021301
13,170102021302
13,170102021303
13,170102021304
13,170102021306
13,170102021305
13,170102021401
13,170102021402
13,170102021403
13,170102021404
13,170102021405
13,170102030101
13,170102030102
13,170102050305
13,170102050401
13,170102050402
13,170102050403
13,170102050404
13,170102050405
13,170102050501
13,170102050502
13,170102050503
13,170102050504
13,170102050505
13,170102100107
13,170102100201
13,170102100202
13,170102100203
13,170102100204
13,170102100301
13,170102100302
13,170102100303
13,170102100304
13,170102100305
13,170102100306
13,170101011203
13,170101011204
13,170101011205
13,170101011206
13,170101011207
13,170101011208
13,170101011209
13,170101011210
13,170101011211
13,170101011301
13,170101011302
13,170101011303
13,170101011304
13,170101011305
13,170101011401
13,170101011402
13,170101011403
13,170101011501
13,170102100307
13,170102100308
13,170102100401
13,170102100402
13,170102100403
13,170102100501
13,170102100502
13,170102100503
13,170102100504
13,170102100505
13,170101011502
13,170101011503
13,170101011504
13,170101011505
13,170101011601
13,170101011602
13,170101011603
13,170101011605
13,170101011701
13,170101011707
13,170101020101
13,170101020102
13,170101020103
13,170101020104
13,170101020105
13,170101020106
13,170101020107
13,170101020108
13,170101020201
13,170101020202
13,170101020301
13,170101020302
13,170102100506
13,170102100507
13,170102100508
13,170102100509
13,170101020303
13,170101020304
13,170101020305
13,170101020306
13,170101020401
13,170101020402
13,170101020403
13,170101020404
13,170101020405
13,170101020406
13,170101030101
13,170101030305
13,170101030306
13,170101030401
13,170101030402
13,170101030404
13,170101030405
13,170101030501
13,170101030502
13,170101030503
13,170101030504
13,170101030505
13,170101040201
13,170102110203
13,170102110204
13,170102110206
13,170102110207
13,170102110301
13,170102110302
13,170102110303
13,170102110304
13,170102110305
13,170102110306
13,170102110307
13,170102110308
13,170102110401
13,170102110402
13,170102120101
13,170102120102
13,170102120103
13,170102120104
13,170102120105
13,170102120106
13,170102120201
13,170102120202
13,170102120203
13,170102060310
13,170102060311
13,170102060402
13,170102060403
13,170102060404
13,170102060405
13,170102060406
13,170102120401
13,170102120402
13,170102120403
13,170102060407
13,170102060408
13,170102060409
13,170102060410
13,170102060411
13,170102060412
13,170102060501
13,170102060502
13,170102060503
13,170102060504
13,170102060505
13,170102060506
13,170102060507
13,170102060508
13,170102060509
13,170102060601
13,170102060602
13,170102060603
13,170102060604
13,170102060605
13,170102120804
13,170102120806
13,170102130101
13,170102130102
13,170102130103
13,170102130104
13,170102130105
13,170102130201
13,170101030303
13,170101041101
13,170102060606
13,170102060607
13,170102130202
13,170102130203
13,170102130204
13,170102130205
13,170102130301
13,170102130302
13,170102130303
13,170102130304
13,170102130305
13,170102130401
13,170102130402
13,170101060701
13,170101060702
13,170101060703
13,170102070302
13,170102070305
13,170102070306
13,170102070307
13,170102070401
13,170102070402
13,170102070403
13,170102130404
13,170102130405
13,170102130406
13,170102130407
13,170102130501
13,170102130502
13,170102130504
13,170102130505
13,170102060302
13,170102060303
13,170102060307
13,170101040603
13,170101040707
13,170101040712
13,170101050401
13,170101050403
13,170101050501
13,170101050204
13,170101010506
13,170101010604
13,170101010605
13,170101010606
13,170101010901
13,170101010902
13,170101010903
13,170101030102
13,170101030201
13,170101030202
13,170101030203
13,170101030304
13,170101050201
13,170101050203
13,170102060301
13,170102060305
13,170102060306
13,170102060309
13,170102060312
13,170102060401
13,170101060705
13,170102070404
13,170102070405
13,170102070501
13,170102070502
13,170102070503
13,170102070504
13,170102070505
13,170102080201
13,170102080202
13,170102080203
13,170102080204
13,170102080205
13,170102080207
13,170102080206
13,170102080208
13,170102130506
13,170102130507
13,170102130508
13,170102130509
13,170102130510
13,170102130511
13,170102130512
13,170102130513
13,170102130514
13,170101040101
13,170101040102
13,170101040302
13,170101040303
13,170101040304
13,170101040401
13,170101040402
13,170101040403
13,170101040404
13,170101040405
13,170101040406
13,170101040501
13,170101040502
13,170101040503
13,170101040601
13,170101040701
13,170101040702
13,170101040703
13,170101040704
13,170101040705
13,170101040706
13,170101040708
13,170101040709
13,170101040710
13,170101040711
13,170101050502
13,170101050503
13,170102131201
13,170102131202
13,170102140101
13,170102140102
13,170102140103
13,170102140104
13,170102140105
13,170102140106
13,170102140205
13,170102140206
13,170102080101
13,170102080102
13,170102080103
13,170102080104
13,170102080105
13,170102080106
13,170102080107
13,170102080108
13,170102080301
13,170102080302
13,170102080303
13,170102080304
13,170102080305
13,170102080306
13,170102080401
13,170102080402
13,170102080501
13,170102130603
13,170102130604
13,170102130606
13,170102150107
13,170102150301
13,170102150302
13,170103020101
13,170103040201
13,170103040202
13,170102040701
13,170102040702
13,170102040703
13,170102040704
13,170102040705
13,170102131101
13,170102131102
13,170102131103
13,170103040203
13,170101011604
13,170101011702
13,170101011703
13,170101011704
13,170101011705
13,170102040707
13,170102040708
13,170102090303
13,170102090304
13,170102090306
13,170102090502
13,170102090503
13,170101011706
13,170101030403
13,170101040202
13,170101040203
13,170101040301
13,170101050504
13,170101050505
13,170102131203
13,170101010701
13,170101010702
13,170101010703
13,170101010704
13,170101010705
13,170101010706
13,170101010707
13,170101010801
13,170101010802
13,170101010803
13,170102090506
13,170102090601
13,170102090603
13,170102090604
13,170102090605
13,170102090606
13,170102090607
13,170102090701
13,170101010804
13,170101010805
13,170101010806
13,170101010904
13,170101010905
13,170101010906
13,170101010907
13,170101010908
13,170101011001
13,170101011002
13,170101011003
13,170101011101
13,170101011102
13,170101011103
13,170101011104
13,170101011105
13,170101011106
13,170101011201
13,170101011202
13,170102090702
13,170102090703
13,170102090704
13,170102090705
13,170102090706
13,170102090707
13,170102100101
13,170102100102
13,170102100103
13,170102100104
13,170102100105
13,170102100106
13,090400010101
13,090400020401
13,090400020402
13,090400020403
13,090400020404
15,170102070201
15,170102070202
15,170102070204
15,170102070205
15,170102070206
15,170102070207
15,170102070301
15,170102070302
15,170102070303
15,170102070304
15,170102070305
15,170102070306
15,170102070307
15,170102070401
15,170102070403
15,170102070501
15,170102070502
15,170102090605
15,170102090607
15,090400010101
15,090400010102
15,090400010201
16,100301040205
16,100301040206
16,170102090204
16,170102090206
16,170102090209
16,170102090210
16,170102090302
16,100302050101
16,100302050102
16,100302010201
16,100302010601
16,100302010602
16,100302010603
16,100301040101
16,100301040102
16,100301040103
16,100301040106
16,100301040109
16,170102070101
16,170102070102
16,170102070103
16,170102070104
16,170102070105
16,170102070106
16,170102070107
16,170102070201
16,170102070202
16,170102070205
16,170102070206
16,170102090207
16,170102090208
16,170102090303
16,170102090304
16,170102090305
16,170102090306
16,170102090401
16,170102090402
16,170102090403
16,170102090404
16,170102090405
16,170102090406
16,170102090501
16,170102090502
16,170102090503
16,170102090504
16,170102090505
16,170102090506
16,170102090507
16,170102090508
16,170102090509
16,170102090601
16,170102090602
16,170102090603
16,170102090604
16,170102090605
17,100301011502
17,100301011801
17,100301011403
17,100301011404
17,100301040205
17,100301020101
17,100301020102
17,100301020103
17,100301020201
17,100301020203
17,100301020401
17,100301040201
17,100301040203
17,170102030104
17,170102030202
17,170102030203
17,170102030204
17,170102030502
17,170102030503
17,170102030604
17,170102010505
17,170102010506
17,170102090101
17,170102090102
17,170102090103
17,170102090107
17,170102090204
17,170102030101
17,170102030102
13,170102110101
14,170102110101
13,170102110102
14,170102110102
13,170102110103
14,170102110103
13,170102110104
14,170102110104
13,170102110105
14,170102110105
13,170102110106
14,170102110106
13,170102110201
14,170102110201
13,170102110202
14,170102110202
13,170102110205
14,170102110205
13,170102031101
14,170102031101
13,170102031102
14,170102031102
13,170102031103
14,170102031103
13,170102031104
14,170102031104
13,170102120408
14,170102120408
13,170102120501
14,170102120501
13,170102120502
14,170102120502
13,170102120503
14,170102120503
13,170102120504
14,170102120504
13,170102120505
14,170102120505
13,170102120506
14,170102120506
13,170102120507
14,170102120507
13,170102120601
14,170102120601
13,170102031001
14,170102031001
13,170102120606
14,170102120606
13,170102120607
14,170102120607
13,170102120701
14,170102120701
13,170102120702
14,170102120702
13,170102120703
14,170102120703
13,170102120704
14,170102120704
13,170102120705
14,170102120705
13,170102120706
14,170102120706
13,170102120707
14,170102120707
13,170102120708
14,170102120708
13,170102120709
14,170102120709
13,170102120710
14,170102120710
13,170102120801
14,170102120801
13,170102120802
14,170102120802
13,170102120803
14,170102120803
13,170102031301
14,170102031301
13,170102031302
14,170102031302
13,170102120807
14,170102120807
13,170102120808
14,170102120808
13,170102120809
14,170102120809
13,170102120810
14,170102120810
13,170102040101
14,170102040101
13,170102040102
14,170102040102
13,170102040103
14,170102040103
13,170102040201
14,170102040201
13,170102040202
14,170102040202
13,170102040204
14,170102040204
13,170102040208
14,170102040208
13,170102040301
14,170102040301
13,170102040302
14,170102040302
13,170102040303
14,170102040303
13,170102040304
14,170102040304
13,170102110204
14,170102110204
13,170102110207
14,170102110207
13,170102110301
14,170102110301
13,170102110302
14,170102110302
13,170102110304
14,170102110304
13,170102110307
14,170102110307
13,170102110308
14,170102110308
13,170102120104
14,170102120104
13,170102120105
14,170102120105
13,170102120106
14,170102120106
13,170102120201
14,170102120201
13,170102120202
14,170102120202
13,170102120203
14,170102120203
13,170102120204
14,170102120204
13,170102120301
14,170102120301
13,170102120302
14,170102120302
13,170102120303
14,170102120303
13,170102120304
14,170102120304
13,170102120305
14,170102120305
13,170102120401
14,170102120401
13,170102120402
14,170102120402
13,170102120403
14,170102120403
13,170102120404
14,170102120404
13,170102120405
14,170102120405
13,170102120406
14,170102120406
13,170102120407
14,170102120407
13,170102120602
14,170102120602
13,170102120603
14,170102120603
13,170102120604
14,170102120604
13,170102120605
14,170102120605
13,170102120804
14,170102120804
13,170102120805
14,170102120805
13,170102120806
14,170102120806
13,170102130201
14,170102130201
13,170102130301
14,170102130301
13,170102080305
14,170102080305
13,170102080306
14,170102080306
13,170102080307
14,170102080307
13,170102080308
14,170102080308
13,170102080402
14,170102080402
13,170102080403
14,170102080403
13,170102080404
14,170102080404
13,170102080501
14,170102080501
13,170102070306
26,170102070306
13,170102070401
26,170102070401
13,170102070402
26,170102070402
13,170102070501
26,170102070501
13,090400020401
26,090400020401
15,100302010101
26,100302010101
15,100302010102
26,100302010102
15,100302010103
26,100302010103
15,100302010104
26,100302010104
15,100302010201
26,100302010201
15,100302020101
26,100302020101
15,170102070104
26,170102070104
15,170102070201
26,170102070201
15,170102070202
26,170102070202
15,170102070203
26,170102070203
15,170102070204
26,170102070204
15,170102070206
26,170102070206
15,170102070301
26,170102070301
15,170102070303
26,170102070303
15,170102070304
26,170102070304
15,170102070306
26,170102070306
15,170102070401
26,170102070401
15,170102070402
26,170102070402
15,170102070403
26,170102070403
15,170102070501
26,170102070501
15,170102070502
26,170102070502
15,090400010101
26,090400010101
15,090400010103
26,090400010103
15,090400010201
26,090400010201
15,090400020101
26,090400020101
4,170502010607
4,170502010608
4,170502010609
4,170502010610
5,170502010402
5,170502010601
5,170502010602
5,170502010603
5,170502010604
5,170502010605
5,170502010606
5,170502010608
5,170502010609
5,170502010610
5,170502010307
5,170502010401
5,170502010403
5,170502010701
5,170502031004
5,170502031006
5,170502031007
5,170502031102
5,170502031103
5,170601020102
5,170601020103
6,160402010302
6,160402010304
6,160401090107
6,160401090108
6,160401090301
6,160401090303
6,160401090305
6,160402010301
6,170501140704
6,170501140801
6,170501140803
6,170501060302
6,170501060401
6,170501060402
6,170501060404
6,170501060601
6,170501060602
6,170501060603
6,170501060403
6,170501030902
6,170501030904
6,170501030905
6,170501031101
6,170501070104
6,170501030702
6,170501030801
6,170501220905
6,170702010502
6,170702010503
6,170501031003
6,170501031005
6,170501240502
6,170501240802
6,170501240804
6,170501241001
6,170501241002
6,170501241103
6,170501241104
6,170502010102
6,170502010103
6,170502010104
6,170502010105
6,170502010302
6,170502010305
6,170502010402
6,170501100706
6,170501150101
6,170501150201
6,170501150203
6,170501041703
6,170501050908
6,170501060605
6,170501070401
6,170501070402
6,170501080205
6,170501080301
6,170501080303
6,170501080401
6,170501080402
6,170501060604
6,170501060405
6,170501030802
6,170501030803
6,170501030804
6,170501030805
6,170501030903
6,170501030906
6,170501030907
6,170501031001
6,170501031002
6,170501031102
6,170501031103
6,170501050907
6,170501161101
6,170501161201
6,170501180106
6,170501180202
6,170501180203
6,170501180204
6,170501180301
6,170501180302
6,170501180303
6,170501180304
6,170501190101
6,170501190102
6,170501190201
6,170501190202
6,170501190203
6,170501190204
6,170501190301
6,170501190302
6,170501190401
6,170501190402
6,170501190403
6,170501190404
6,170501190501
6,170501190502
6,170501190601
6,170501190602
6,170501190603
6,170502010101
6,170502010202
6,170502010203
6,170502010204
6,170502020101
6,170502020102
6,170502020103
6,170502020104
6,170502020105
6,170502020106
6,170502020107
6,170502020108
6,170502020201
6,170502020202
6,170502020203
6,170502020204
6,170502020301
6,170502020302
6,170502020303
6,170502020401
6,170502020402
6,170502020403
6,170502020404
6,170502020405
6,170502020501
6,170502020502
6,170502020503
6,170502020601
6,170502020602
6,170501080601
6,170501060503
6,170501060504
6,170501070102
6,170501070301
6,170501070302
6,170501070403
6,170501070404
6,170501070405
6,170501070406
6,170501070501
6,170501070502
6,170501070503
6,170501070601
6,170501080403
6,170501080404
6,170501080405
6,170501080501
6,170501080503
6,170501080602
6,170501150102
6,170501150103
6,170501150104
6,170501150204
6,170502010106
6,170502010201
6,170502010301
6,170502010303
6,170502010304
6,170502010306
6,170502010307
6,170502010401
6,170501170602
6,170501170603
6,170501180101
6,170501180102
6,170501180103
6,170502020603
6,170502020701
6,170502020702
6,170502020703
6,170502020704
6,170502020705
6,170502020801
6,170502020802
6,170502020803
6,170502020804
6,170502020805
6,170502020806
6,170502020807
6,170502020808
6,170502020809
6,170502030102
6,170502030103
6,170502030104
6,170502030106
6,170502030201
6,170502030202
6,170502030203
6,170502030205
6,170502030206
6,170501060201
6,170501060202
6,170501060203
6,170501060204
6,170501060205
6,170501060207
6,170501060208
6,170501060301
6,170502030804
6,170502030808
6,170502030901
6,170502030904
6,170502031101
6,170502031102
6,170502031103
6,170501060501
6,170502010206
6,170502010205
6,170501070602
6,170501080502
6,170501080603
6,170702020202
6,170702020203
6,170702030101
6,170702030102
6,170702030103
6,170702030106
6,170702030201
21,170502010601
21,170502010602
21,170502020404
21,170502020405
21,170502020503
21,170502020701
21,170502020702
21,170502020801
21,170502030101
21,170502030102
21,170502030103
21,170502030104
21,170502030105
21,170502030106
21,170502030201
21,170502030202
21,170502030203
21,170502030204
21,170502030205
21,170502030206
21,170502030207
21,170502030301
21,170502030302
21,170502030303
21,170502030304
21,170502030401
21,170502030402
21,170502030403
21,170502030404
21,170502030405
21,170502030406
21,170502030407
21,170502030408
21,170502030501
21,170502030502
21,170502030503
21,170502030504
21,170502030505
21,170502030601
21,170502030602
21,170502030603
21,170502030604
21,170502030605
21,170502030606
21,170502030701
21,170502030702
21,170502030703
21,170502030704
21,170502030801
21,170502030802
21,170502030803
21,170502030804
21,170502030805
21,170502030806
21,170502030807
21,170502030808
21,170502030901
21,170502030902
21,170502030903
21,170502030904
21,170502030905
21,170502031001
21,170502031002
21,170502031003
21,170502031004
21,170502031005
21,170502031006
21,170502031007
21,170502031101
21,170502031102
21,170502031103
21,170601020102
21,170601040101
21,170601040103
21,170601040104
21,170601040105
21,170601040106
21,170601040301
21,170601040502
21,170601040503
21,170702020101
21,170702020102
21,170702020103
21,170702020104
21,170702020105
21,170702020201
21,170702020202
21,170702020206
21,170702020301
21,170702020302
21,170702020303
21,170702020304
21,170702020305
21,170702020306
21,170702020403
21,170702020404
21,170702020503
21,170702020504
21,170702020605
21,170702020607
21,170702020608
21,170702020609
21,170702020701
21,170702020702
21,170702020703
21,170702020704
21,170702020705
21,170702020706
21,170702020707
21,170702020708
21,170702020709
32,170900110103
32,170900110105
32,170900110106
32,170900110107
32,170900110201
32,170900110202
32,170900110203
32,170900110204
32,170900110205
32,170900110301
32,170900110303
32,170900110305
32,170900110306
32,170900110401
32,170900110403
32,170900050404
32,170900050304
32,170900050403
32,170900050401
32,170900050303
32,170900050505
32,170900050601
32,170900050103
32,170900050504
32,170900050501
32,170900050503
32,170900050502
32,170900110104
32,170900090103
32,170900110101
32,170900090402
32,170900090105
32,170900110102
32,170900090201
32,171002040101
32,171002040102
32,171002040103
32,171002040401
32,171002040402
32,171002040403
32,170703010103
32,170703010107
32,171002040802
32,171002050101
32,171002050102
32,171002050103
32,171002060101
32,171002060301
32,171002060302
32,170703010704
32,171002060602
32,171003010202
32,171003010205
32,171003010501
32,171003010503
32,171003010504
32,170703010901
32,170703010902
32,170703010903
32,171003010601
32,171003010602
32,171003010701
32,171003010703
32,171003010801
32,170703020201
32,170703020203
32,170703020204
32,170900010101
32,170900010102
32,171003030302
32,171003030304
32,170900010103
32,170900010104
32,170900010105
32,170900010106
32,170900010201
32,170900010202
32,170900010302
32,170900010303
32,170900010401
32,170900010402
32,170900010403
32,170900010501
32,170900010502
32,170900010503
32,170900010504
32,170900010505
32,170900010602
32,170900010603
32,170900010604
32,170900010605
32,170900010606
32,170900010607
32,170900010608
32,170900010701
32,170900010702
32,170900010703
32,170900010801
32,170900010802
32,170900010901
32,170900010902
32,170900010903
32,170900010904
32,170900010905
32,170900010906
32,170900011001
32,170900011002
32,170900011003
32,170900020101
32,170900020102
32,170900020103
32,170900020201
32,170900020202
32,170900020203
32,170900020204
32,170900020205
32,170900020301
32,170900020302
32,170900020303
32,170900020304
32,170900020305
32,170900020306
32,170900020401
32,170900020402
32,170900020403
32,170900020404
32,170900020405
32,170900030101
32,170900030102
32,170900030103
32,170900030104
32,170900030105
32,170900030106
32,170900030107
32,170900030108
32,170900030109
32,170900030110
32,170900030201
32,170900030202
32,170900030203
32,170900030204
32,170900030205
32,170900030206
32,170900030207
32,170900030208
32,170900030209
32,170900030210
32,170900030211
32,170900030301
32,170900030302
32,170900030303
32,170900030304
32,170900030305
32,170900030306
32,170900030307
32,170900030308
32,170900030401
32,170900030402
32,170900030403
32,170900030501
32,170900030502
32,170900030503
32,170900030504
32,170900030505
32,170900030506
32,170900030507
32,170900030508
32,170900030509
32,170900030510
32,170900030511
32,170900030512
32,170900030601
32,170900030602
32,170900030603
32,170900030604
32,170900030605
32,170900030606
32,170900030607
32,170900030608
32,170900030609
32,170900030610
32,170900030611
32,170900040101
32,170900040102
32,170900040103
32,170900040104
32,170900040105
32,170900040201
32,170900040202
32,170900040203
32,170900040204
32,170900040205
32,170900040206
32,170900040207
32,170900040208
32,170900040209
32,170900040301
32,170900040302
32,170900040303
32,170900040304
32,170900040305
32,170900040306
32,170900040307
32,170900040308
32,170900040401
32,170900040402
32,170900040403
32,170900040501
32,170900040502
32,170900040601
32,170900040602
32,170900040603
32,170900040604
32,170900040605
32,170900040701
32,170900040702
32,170900040703
32,170900040704
32,170900040705
32,170900040706
32,170900050101
32,170900050102
32,170900050104
32,170900050105
32,170900050201
32,170900050202
32,170900050203
32,170900050204
32,170900050205
32,170900050206
32,170900050207
32,170900050208
32,170900050301
32,170900050302
32,170900050402
32,170900050602
32,170900050603
32,170900050604
32,170900060101
32,170900060102
32,170900060103
32,170900060104
32,170900060201
32,170900060202
32,170900060203
32,170900060204
32,170900060205
32,170900060206
32,170900060207
32,170900060208
32,170900060301
32,170900060302
32,170900060303
32,170900060304
32,170900060305
32,170900060306
32,170900060307
32,170900060401
32,170900060402
32,170900060501
32,170900060502
32,170900060601
32,170900060602
32,170900060603
32,170900060604
32,170900060701
32,170900060702
32,170900060703
32,170900060704
32,170900060705
32,170900060801
32,170900060802
32,170900060803
32,170900060804
32,170900060805
32,170900060806
32,170900070101
32,170900070102
32,170900070103
32,170900070104
32,170900070105
32,170900070106
32,170900070107
32,170900070201
32,170900070202
32,170900070203
32,170900070204
32,170900070301
32,170900070302
32,170900070303
32,170900070304
32,170900080103
32,170900080203
32,170900080204
32,170900080205
32,170900080301
32,170900080302
32,170900080401
32,170900080402
32,170900080501
32,170900080502
32,170900080503
32,170900080504
32,170900080702
32,170900090101
32,170900090102
32,170900090104
32,170900090106
32,170900090107
32,170900090108
32,170900090109
32,170900090110
32,170900090202
32,170900090203
32,170900090204
32,170900090301
32,170900090302
32,170900090304
32,170900090401
32,170900090403
32,170900090404
32,170900090406
32,170900090407
32,170900090408
37,171002040101
37,171002040201
37,171002040401
37,171002040602
37,171002040801
37,171002040802
37,171002050103
37,171002060101
37,171002060201
37,171002060302
37,171002060303
37,171002060304
37,170900020306
37,170900030101
37,170900030103
37,170900030105
37,170900030107
37,170900030202
37,170900030206
37,170900030501
37,170900080203
40,170702010502
40,170702010503
40,170702010504
40,170702010505
40,170702010601
40,170702010602
40,170702010603
40,170702010604
40,170702010605
40,170702010606
40,170702010607
40,170702010608
40,170702010701
40,170702010702
40,170702010703
40,170702010704
40,170702010801
40,170702010802
40,170702010803
40,170702010901
40,170702010902
40,170702010903
40,170702010904
40,170702010905
40,170702010906
40,170702011001
40,170702011002
40,170702011003
40,170702011004
40,170702011005
40,170702011006
40,170501160101
40,170501160102
40,170501161101
40,170502020101
40,170502020102
40,170502020107
40,170502020201
40,170502030102
40,170702010101
40,170702010103
40,170702010104
40,170702010105
40,170702010106
40,170702010201
40,170702010202
40,170702010203
40,170702010204
40,170702010205
40,170702010206
40,170702010207
40,170702010301
40,170702010302
40,170702010303
40,170702010304
40,170702010305
40,170702010401
40,170702010402
40,170702010403
40,170702010404
40,170702010405
40,170702010501
40,170703070402
40,170703070403
40,170703070501
40,170703070502
40,170900110201
40,170900110202
40,170900110203
40,170900110204
40,170900110205
40,170900110301
40,170900110303
40,170900110305
40,170702011007
40,170702011008
40,170702011101
40,170702011102
40,170702011103
40,170702011201
40,170702011202
40,170702011203
40,170702011204
40,170702011205
40,170702011301
40,170702011302
40,170702011303
40,170702011401
40,170702011402
40,170702011403
40,170702011404
40,170702011405
40,170702020105
40,170702020201
40,170702020202
40,170702020203
40,170702020204
40,170702020205
40,170702020206
40,170702020301
40,170702020304
40,170702020401
40,170702020402
40,170702020403
40,170702020404
40,170702020701
40,170702020702
40,170702020703
40,170702020704
40,170702020705
40,170702020707
40,170702020708
40,170702020709
40,170702020710
40,170702020711
40,170702020801
40,170702020802
40,170702020803
40,170702020804
40,170702020805
40,170702020806
40,170702020901
40,170702020902
40,170702020903
40,170702020904
40,170702020905
40,170702020906
40,170702020907
40,170702021001
40,170702021002
40,170702021003
40,170702021004
40,170702021005
40,170702021006
40,170702030101
40,170702030102
40,170702030103
40,170702030104
40,170702030105
40,170702030106
40,170702030201
40,170702030202
40,170702030203
40,170702030204
40,170702030205
40,170702030206
40,170702030207
40,170702030208
40,170702030301
40,170702030302
40,170702030303
40,170702030304
40,170702030305
40,170702030401
40,170702030402
40,170702030403
40,170702030404
40,170702030405
40,170702030406
40,170702030407
40,170702030501
40,170702030502
40,170702030503
40,170702030504
40,170702040101
40,170702040102
40,170702040103
40,170702040104
40,170702040105
40,170702040106
40,170702040107
40,170702040108
40,170702040109
40,170702040201
40,170702040202
40,170702040203
40,170702040204
40,170702040205
40,170702040206
40,170702040207
40,170702040301
40,170702040302
40,170702040303
40,170702040304
40,170702040305
40,170702040306
40,170702040307
40,170702040308
40,170702040401
40,170702040402
40,170702040403
40,170702040404
40,170702040405
40,170702040406
40,170702040407
40,170702040408
40,170702040409
40,170702040501
40,170702040502
40,170702040503
40,170702040504
40,170702040505
40,170702040601
40,170702040602
40,170702040604
40,170702040701
40,170702040702
40,170702040703
40,170702040801
40,170702040802
40,170702040803
40,170702040804
40,170702040805
40,170702041101
40,170702041102
40,170702041104
40,170702041105
40,170702041106
40,170702041107
40,170703010101
40,170703010102
40,170703010103
40,170703010406
40,170703010501
40,170703010502
40,170703010601
40,170703010602
40,170703010603
40,170703010604
40,170703010701
40,170703010702
40,170703010703
40,170703010704
40,170703010705
40,170703010706
40,170703010707
40,170703010708
40,170703010709
40,170703010801
40,170703010802
40,170703010803
40,170703010804
40,170703010805
40,170703010806
40,170703010807
40,170703010901
40,170703010902
40,170703010903
40,170703010904
40,170703010905
40,170703010906
40,170703010907
40,170703010908
40,170703010909
40,170703010910
40,170703010911
40,170703011001
40,170703011002
40,170703011003
40,170703011004
40,170703011005
40,170703011006
40,170703011007
40,170703011101
40,170703011102
40,170703011103
40,170703011104
40,171200020101
40,171200020102
40,171200020103
40,171200020105
40,171200020201
40,171200020202
40,171200020204
40,171200020302
40,171200020403
40,170703030501
40,170703030502
40,170703030503
40,170703030504
40,170703030601
40,170703030602
40,170703030603
40,170703030701
40,170703030702
40,170703030703
40,170703030704
40,170703030801
40,170703030802
40,170703030803
40,170703030901
40,170703030902
40,170703030903
40,170703030904
40,170703031008
40,170703031009
40,170703040101
40,170703040105
40,170703040201
